"","councils","years"
"19014","A658",2004
"19015","A658",2004
"19016","A658",2004
"19017","A658",2004
"19018","A658",2004
"19019","A658",2004
"19020","A658",2004
"19021","A658",2004
"19022","A658",2004
"19023","A658",2004
"19024","A658",2004
"19025","A658",2004
"19026","A658",2004
"19027","A658",2004
"19028","A658",2004
"19029","A658",2004
"19030","A658",2004
"19031","A658",2004
"19032","A658",2004
"19033","A658",2004
"19034","A658",2004
"19035","A658",2004
"19036","A658",2004
"19037","A658",2004
"19038","A658",2004
"19039","A658",2004
"19040","A658",2004
"19041","A658",2004
"19042","A658",2004
"19043","A658",2004
"19044","A658",2004
"19045","A658",2004
"19046","A658",2004
"19047","A658",2004
"19048","A658",2004
"19049","A658",2004
"19050","A658",2004
"19051","A658",2004
"19052","A658",2004
"19053","A658",2004
"19054","A658",2004
"19055","A658",2004
"19056","A658",2004
"19057","A658",2004
"19058","A658",2004
"19059","A658",2004
"19060","A658",2004
"19061","A658",2004
"19062","A658",2004
"19063","A658",2004
"19064","A658",2004
"19065","A658",2004
"19066","A658",2004
"19067","A658",2004
"19068","A658",2004
"19069","A658",2004
"19070","A658",2004
"19071","A658",2004
"19072","A658",2004
"19073","A658",2004
"19074","A666",2004
"19075","A666",2004
"19076","A666",2004
"19077","A666",2004
"19078","A666",2004
"19079","A666",2004
"19080","A666",2004
"19081","A666",2004
"19082","A666",2004
"19083","A666",2004
"19084","A666",2004
"19085","A666",2004
"19086","A666",2004
"19087","A666",2004
"19088","A666",2004
"19089","A666",2004
"19090","A666",2004
"19091","A666",2004
"19092","A666",2004
"19093","A666",2004
"19094","A666",2004
"19095","A666",2004
"19096","A666",2004
"19097","A666",2004
"19098","A666",2004
"19099","A666",2004
"19100","A666",2004
"19101","A682",2004
"19102","A682",2004
"19103","A682",2004
"19104","A682",2004
"19105","A682",2004
"19106","A682",2004
"19107","A682",2004
"19108","A682",2004
"19109","A682",2004
"19110","A682",2004
"19111","A682",2004
"19112","A682",2004
"19113","A716",2004
"19114","A716",2004
"19115","A716",2004
"19116","A716",2004
"19117","A716",2004
"19118","A716",2004
"19119","A716",2004
"19120","A716",2004
"19121","A716",2004
"19122","A716",2004
"19123","A716",2004
"19124","A716",2004
"19125","A716",2004
"19126","A716",2004
"19127","A716",2004
"19128","A716",2004
"19129","A716",2004
"19130","A716",2004
"19131","A716",2004
"19132","A716",2004
"19133","A716",2004
"19134","A716",2004
"19135","A716",2004
"19136","A716",2004
"19137","A716",2004
"19138","A716",2004
"19139","A716",2004
"19140","A733",2004
"19141","A733",2004
"19142","A733",2004
"19143","A733",2004
"19144","A733",2004
"19145","A733",2004
"19146","A733",2004
"19147","A733",2004
"19148","A733",2004
"19149","A733",2004
"19150","A733",2004
"19151","A733",2004
"19152","A733",2004
"19153","A733",2004
"19154","A733",2004
"19155","A733",2004
"19156","A733",2004
"19157","A733",2004
"19158","A733",2004
"19159","A733",2004
"19160","A733",2004
"19161","A733",2004
"19162","A733",2004
"19163","A733",2004
"19164","A733",2004
"19165","A733",2004
"19166","A733",2004
"19167","A733",2004
"19168","A733",2004
"19169","A733",2004
"19170","A733",2004
"19171","A733",2004
"19172","A733",2004
"19173","A733",2004
"19174","A733",2004
"19175","A733",2004
"19176","A733",2004
"19177","A733",2004
"19178","A733",2004
"19179","A733",2004
"19180","A733",2004
"19181","A733",2004
"19182","A733",2004
"19183","A733",2004
"19184","A733",2004
"19185","A733",2004
"19186","A733",2004
"19187","A733",2004
"19188","A733",2004
"19189","A733",2004
"19190","A733",2004
"19191","A733",2004
"19192","A733",2004
"19193","A733",2004
"19194","A733",2004
"19195","A733",2004
"19196","A733",2004
"19197","A733",2004
"19198","A733",2004
"19199","A733",2004
"19200","A733",2004
"19201","A733",2004
"19202","A733",2004
"19203","A733",2004
"19204","A733",2004
"19205","A733",2004
"19206","A733",2004
"19207","A733",2004
"19208","A733",2004
"19209","A733",2004
"19210","A733",2004
"19211","A733",2004
"19212","A733",2004
"19213","A733",2004
"19214","A733",2004
"19215","A733",2004
"19216","A733",2004
"19217","A733",2004
"19218","A733",2004
"19219","A733",2004
"19220","A733",2004
"19221","A733",2004
"19222","A733",2004
"19223","A733",2004
"19224","A733",2004
"19225","A733",2004
"19226","A733",2004
"19227","A733",2004
"19228","A733",2004
"19229","A733",2004
"19230","A733",2004
"19231","A733",2004
"19232","A733",2004
"19233","A733",2004
"19234","A733",2004
"19235","A733",2004
"19236","A733",2004
"19237","A733",2004
"19238","A733",2004
"19239","A733",2004
"19240","A733",2004
"19241","A733",2004
"19242","A733",2004
"19243","A733",2004
"19244","A733",2004
"19245","A733",2004
"19246","A733",2004
"19247","A733",2004
"19248","A733",2004
"19249","A733",2004
"19250","A733",2004
"19251","A733",2004
"19252","A733",2004
"19253","A733",2004
"19254","A733",2004
"19255","A733",2004
"19256","A733",2004
"19257","A733",2004
"19258","A733",2004
"19259","A733",2004
"19260","A733",2004
"19261","A733",2004
"19262","A733",2004
"19263","A733",2004
"19264","A733",2004
"19265","A733",2004
"19266","A733",2004
"19267","A733",2004
"19268","A733",2004
"19269","A733",2004
"19270","A733",2004
"19271","A733",2004
"19272","A733",2004
"19273","A733",2004
"19274","A733",2004
"19275","A733",2004
"19276","A733",2004
"19277","A733",2004
"19278","A733",2004
"19279","A733",2004
"19280","A733",2004
"19281","A733",2004
"19282","A733",2004
"19283","A733",2004
"19284","A733",2004
"19285","A733",2004
"19286","A733",2004
"19287","A733",2004
"19288","A733",2004
"19289","A733",2004
"19290","A733",2004
"19291","A733",2004
"19292","A733",2004
"19293","A733",2004
"19294","A733",2004
"19295","A733",2004
"19296","A733",2004
"19297","A733",2004
"19298","A733",2004
"19299","A733",2004
"19300","A733",2004
"19301","A733",2004
"19302","A733",2004
"19303","A733",2004
"19304","A733",2004
"19305","A733",2004
"19306","A733",2004
"19307","A733",2004
"19308","A733",2004
"19309","A733",2004
"19310","A733",2004
"19311","A733",2004
"19312","A733",2004
"19313","A733",2004
"19314","A733",2004
"19315","A733",2004
"19316","A733",2004
"19317","A733",2004
"19318","A733",2004
"19319","A733",2004
"19320","A733",2004
"19321","A733",2004
"19322","A733",2004
"19323","A733",2004
"19324","A733",2004
"19325","A733",2004
"19326","A733",2004
"19327","A733",2004
"19328","A733",2004
"19329","A733",2004
"19330","A733",2004
"19331","A733",2004
"19332","A733",2004
"19333","A733",2004
"19334","A733",2004
"19335","A733",2004
"19336","A733",2004
"19337","A733",2004
"19338","A733",2004
"19339","A733",2004
"19340","A733",2004
"19341","A733",2004
"19342","A733",2004
"19343","A733",2004
"19344","A733",2004
"19345","A733",2004
"19346","A733",2004
"19347","A733",2004
"19348","A733",2004
"19349","A733",2004
"19350","A733",2004
"19351","A733",2004
"19352","A733",2004
"19353","A733",2004
"19354","A733",2004
"19355","A733",2004
"19356","A733",2004
"19357","A733",2004
"19358","A733",2004
"19359","A733",2004
"19360","A733",2004
"19361","A733",2004
"19362","A733",2004
"19363","A892",2004
"19364","A892",2004
"19365","A892",2004
"19366","A892",2004
"19367","A892",2004
"19368","A892",2004
"19369","A892",2004
"19370","A892",2004
"19371","A892",2004
"19372","A892",2004
"19373","A892",2004
"19374","A892",2004
"19375","A892",2004
"19376","A892",2004
"19377","A892",2004
"19378","A892",2004
"19379","A892",2004
"19380","A892",2004
"19381","A892",2004
"19382","A892",2004
"19383","A892",2004
"19384","A892",2004
"19385","A892",2004
"19386","A892",2004
"19387","A892",2004
"19388","A892",2004
"19389","A892",2004
"19390","A892",2004
"19391","A892",2004
"19392","A892",2004
"19393","A892",2004
"19394","A892",2004
"19395","A892",2004
"19396","A892",2004
"19397","A892",2004
"19398","A892",2004
"19399","A892",2004
"19400","A892",2004
"19401","A892",2004
"19402","A892",2004
"19403","A546",2005
"19404","A546",2005
"19405","A546",2005
"19406","A546",2005
"19407","A546",2005
"19408","A546",2005
"19409","A546",2005
"19410","A546",2005
"19411","A546",2005
"19412","A546",2005
"19413","A546",2005
"19414","A546",2005
"19415","A546",2005
"19416","A546",2005
"19417","A546",2005
"19418","A546",2005
"19419","A546",2005
"19420","A546",2005
"19421","A546",2005
"19422","A546",2005
"19423","A546",2005
"19424","A546",2005
"19425","A546",2005
"19426","A546",2005
"19427","A546",2005
"19428","A546",2005
"19429","A546",2005
"19430","A546",2005
"19431","A546",2005
"19432","A546",2005
"19433","A546",2005
"19434","A546",2005
"19435","A546",2005
"19436","A546",2005
"19437","A546",2005
"19438","A546",2005
"19439","A546",2005
"19440","A546",2005
"19441","A546",2005
"19442","A546",2005
"19443","A546",2005
"19444","A546",2005
"19445","A546",2005
"19446","A546",2005
"19447","A546",2005
"19448","A546",2005
"19449","A546",2005
"19450","A546",2005
"19451","A546",2005
"19452","A546",2005
"19453","A546",2005
"19454","A546",2005
"19455","A546",2005
"19456","A546",2005
"19457","A546",2005
"19458","A546",2005
"19459","A546",2005
"19460","A546",2005
"19461","A546",2005
"19462","A546",2005
"19463","A546",2005
"19464","A546",2005
"19465","A546",2005
"19466","A546",2005
"19467","A546",2005
"19468","A546",2005
"19469","A546",2005
"19470","A546",2005
"19471","A546",2005
"19472","A546",2005
"19473","A546",2005
"19474","A546",2005
"19475","A546",2005
"19476","A546",2005
"19477","A546",2005
"19478","A546",2005
"19479","A546",2005
"19480","A546",2005
"19481","A546",2005
"19482","A546",2005
"19483","A546",2005
"19484","A546",2005
"19485","A546",2005
"19486","A546",2005
"19487","A546",2005
"19488","A546",2005
"19489","A546",2005
"19490","A546",2005
"19491","A546",2005
"19492","A546",2005
"19493","A546",2005
"19494","A546",2005
"19495","A546",2005
"19496","A546",2005
"19497","A546",2005
"19498","A546",2005
"19499","A546",2005
"19500","A546",2005
"19501","A546",2005
"19502","A546",2005
"19503","A546",2005
"19504","A546",2005
"19505","A546",2005
"19506","A546",2005
"19507","A546",2005
"19508","A546",2005
"19509","A546",2005
"19510","A546",2005
"19511","A546",2005
"19512","A546",2005
"19513","A546",2005
"19514","A546",2005
"19515","A546",2005
"19516","A546",2005
"19517","A546",2005
"19518","A546",2005
"19519","A546",2005
"19520","A546",2005
"19521","A546",2005
"19522","A546",2005
"19523","A546",2005
"19524","A546",2005
"19525","A546",2005
"19526","A546",2005
"19527","A546",2005
"19528","A546",2005
"19529","A546",2005
"19530","A546",2005
"19531","A546",2005
"19532","A546",2005
"19533","A546",2005
"19534","A546",2005
"19535","A546",2005
"19536","A546",2005
"19537","A546",2005
"19538","A546",2005
"19539","A546",2005
"19540","A546",2005
"19541","A546",2005
"19542","A546",2005
"19543","A546",2005
"19544","A546",2005
"19545","A546",2005
"19546","A546",2005
"19547","A546",2005
"19548","A546",2005
"19549","A546",2005
"19550","A546",2005
"19551","A546",2005
"19552","A546",2005
"19553","A546",2005
"19554","A546",2005
"19555","A546",2005
"19556","A546",2005
"19557","A546",2005
"19558","A546",2005
"19559","A546",2005
"19560","A546",2005
"19561","A546",2005
"19562","A546",2005
"19563","A546",2005
"19564","A546",2005
"19565","A546",2005
"19566","A546",2005
"19567","A546",2005
"19568","A546",2005
"19569","A546",2005
"19570","A546",2005
"19571","A546",2005
"19572","A546",2005
"19573","A546",2005
"19574","A546",2005
"19575","A546",2005
"19576","A546",2005
"19577","A546",2005
"19578","A546",2005
"19579","A546",2005
"19580","A546",2005
"19581","A546",2005
"19582","A546",2005
"19583","A546",2005
"19584","A546",2005
"19585","A546",2005
"19586","A546",2005
"19587","A546",2005
"19588","A546",2005
"19589","A546",2005
"19590","A546",2005
"19591","A546",2005
"19592","A546",2005
"19593","A546",2005
"19594","A546",2005
"19595","A546",2005
"19596","A546",2005
"19597","A546",2005
"19598","A546",2005
"19599","A546",2005
"19600","A546",2005
"19601","A546",2005
"19602","A546",2005
"19603","A546",2005
"19604","A546",2005
"19605","A546",2005
"19606","A546",2005
"19607","A546",2005
"19608","A546",2005
"19609","A546",2005
"19610","A546",2005
"19611","A546",2005
"19612","A546",2005
"19613","A546",2005
"19614","A546",2005
"19615","A546",2005
"19616","A546",2005
"19617","A546",2005
"19618","A546",2005
"19619","A546",2005
"19620","A546",2005
"19621","A546",2005
"19622","A546",2005
"19623","A546",2005
"19624","A546",2005
"19625","A546",2005
"19626","A546",2005
"19627","A546",2005
"19628","A546",2005
"19629","A546",2005
"19630","A546",2005
"19631","A546",2005
"19632","A546",2005
"19633","A546",2005
"19634","A546",2005
"19635","A546",2005
"19636","A546",2005
"19637","A546",2005
"19638","A546",2005
"19639","A546",2005
"19640","A546",2005
"19641","A546",2005
"19642","A546",2005
"19643","A546",2005
"19644","A546",2005
"19645","A546",2005
"19646","A546",2005
"19647","A546",2005
"19648","A546",2005
"19649","A546",2005
"19650","A546",2005
"19651","A546",2005
"19652","A546",2005
"19653","A546",2005
"19654","A546",2005
"19655","A546",2005
"19656","A546",2005
"19657","A546",2005
"19658","A546",2005
"19659","A546",2005
"19660","A546",2005
"19661","A546",2005
"19662","A546",2005
"19663","A546",2005
"19664","A546",2005
"19665","A546",2005
"19666","A546",2005
"19667","A546",2005
"19668","A546",2005
"19669","A546",2005
"19670","A546",2005
"19671","A546",2005
"19672","A546",2005
"19673","A546",2005
"19674","A546",2005
"19675","A546",2005
"19676","A546",2005
"19677","A546",2005
"19678","A546",2005
"19679","A546",2005
"19680","A546",2005
"19681","A554",2005
"19682","A554",2005
"19683","A554",2005
"19684","A554",2005
"19685","A554",2005
"19686","A554",2005
"19687","A554",2005
"19688","A554",2005
"19689","A554",2005
"19690","A554",2005
"19691","A554",2005
"19692","A554",2005
"19693","A554",2005
"19694","A554",2005
"19695","A554",2005
"19696","A554",2005
"19697","A554",2005
"19698","A554",2005
"19699","A554",2005
"19700","A554",2005
"19701","A554",2005
"19702","A554",2005
"19703","A554",2005
"19704","A554",2005
"19705","A554",2005
"19706","A554",2005
"19707","A554",2005
"19708","A554",2005
"19709","A554",2005
"19710","A554",2005
"19711","A554",2005
"19712","A554",2005
"19713","A554",2005
"19714","A554",2005
"19715","A554",2005
"19716","A554",2005
"19717","A554",2005
"19718","A554",2005
"19719","A554",2005
"19720","A554",2005
"19721","A554",2005
"19722","A554",2005
"19723","A554",2005
"19724","A554",2005
"19725","A554",2005
"19726","A554",2005
"19727","A554",2005
"19728","A554",2005
"19729","A554",2005
"19730","A554",2005
"19731","A554",2005
"19732","A554",2005
"19733","A554",2005
"19734","A554",2005
"19735","A554",2005
"19736","A554",2005
"19737","A554",2005
"19738","A554",2005
"19739","A554",2005
"19740","A554",2005
"19741","A554",2005
"19742","A554",2005
"19743","A554",2005
"19744","A554",2005
"19745","A554",2005
"19746","A554",2005
"19747","A554",2005
"19748","A554",2005
"19749","A554",2005
"19750","A554",2005
"19751","A554",2005
"19752","A554",2005
"19753","A554",2005
"19754","A554",2005
"19755","A554",2005
"19756","A588",2005
"19757","A588",2005
"19758","A588",2005
"19759","A588",2005
"19760","A588",2005
"19761","A588",2005
"19762","A588",2005
"19763","A588",2005
"19764","A588",2005
"19765","A588",2005
"19766","A588",2005
"19767","A588",2005
"19768","A588",2005
"19769","A588",2005
"19770","A588",2005
"19771","A588",2005
"19772","A588",2005
"19773","A588",2005
"19774","A588",2005
"19775","A588",2005
"19776","A588",2005
"19777","A588",2005
"19778","A588",2005
"19779","A588",2005
"19780","A588",2005
"19781","A588",2005
"19782","A588",2005
"19783","A588",2005
"19784","A588",2005
"19785","A588",2005
"19786","A588",2005
"19787","A588",2005
"19788","A588",2005
"19789","A588",2005
"19790","A588",2005
"19791","A588",2005
"19792","A588",2005
"19793","A588",2005
"19794","A588",2005
"19795","A588",2005
"19796","A588",2005
"19797","A588",2005
"19798","A588",2005
"19799","A588",2005
"19800","A588",2005
"19801","A588",2005
"19802","A588",2005
"19803","A588",2005
"19804","A588",2005
"19805","A588",2005
"19806","A588",2005
"19807","A588",2005
"19808","A588",2005
"19809","A588",2005
"19810","A588",2005
"19811","A588",2005
"19812","A588",2005
"19813","A588",2005
"19814","A588",2005
"19815","A588",2005
"19816","A588",2005
"19817","A588",2005
"19818","A588",2005
"19819","A588",2005
"19820","A588",2005
"19821","A588",2005
"19822","A588",2005
"19823","A588",2005
"19824","A588",2005
"19825","A588",2005
"19826","A588",2005
"19827","A588",2005
"19828","A588",2005
"19829","A588",2005
"19830","A588",2005
"19831","A588",2005
"19832","A588",2005
"19833","A588",2005
"19834","A588",2005
"19835","A588",2005
"19836","A588",2005
"19837","A588",2005
"19838","A588",2005
"19839","A588",2005
"19840","A588",2005
"19841","A588",2005
"19842","A588",2005
"19843","A588",2005
"19844","A588",2005
"19845","A588",2005
"19846","A588",2005
"19847","A588",2005
"19848","A588",2005
"19849","A588",2005
"19850","A588",2005
"19851","A588",2005
"19852","A588",2005
"19853","A588",2005
"19854","A588",2005
"19855","A588",2005
"19856","A588",2005
"19857","A588",2005
"19858","A588",2005
"19859","A588",2005
"19860","A588",2005
"19861","A588",2005
"19862","A588",2005
"19863","A588",2005
"19864","A588",2005
"19865","A588",2005
"19866","A588",2005
"19867","A588",2005
"19868","A588",2005
"19869","A588",2005
"19870","A588",2005
"19871","A588",2005
"19872","A588",2005
"19873","A588",2005
"19874","A588",2005
"19875","A588",2005
"19876","A588",2005
"19877","A588",2005
"19878","A588",2005
"19879","A588",2005
"19880","A588",2005
"19881","A588",2005
"19882","A588",2005
"19883","A588",2005
"19884","A588",2005
"19885","A588",2005
"19886","A588",2005
"19887","A588",2005
"19888","A588",2005
"19889","A588",2005
"19890","A588",2005
"19891","A588",2005
"19892","A588",2005
"19893","A588",2005
"19894","A588",2005
"19895","A588",2005
"19896","A588",2005
"19897","A588",2005
"19898","A588",2005
"19899","A588",2005
"19900","A588",2005
"19901","A588",2005
"19902","A588",2005
"19903","A588",2005
"19904","A588",2005
"19905","A588",2005
"19906","A588",2005
"19907","A588",2005
"19908","A588",2005
"19909","A588",2005
"19910","A588",2005
"19911","A588",2005
"19912","A588",2005
"19913","A588",2005
"19914","A588",2005
"19915","A588",2005
"19916","A588",2005
"19917","A588",2005
"19918","A588",2005
"19919","A588",2005
"19920","A588",2005
"19921","A588",2005
"19922","A588",2005
"19923","A588",2005
"19924","A588",2005
"19925","A588",2005
"19926","A588",2005
"19927","A588",2005
"19928","A588",2005
"19929","A588",2005
"19930","A588",2005
"19931","A588",2005
"19932","A588",2005
"19933","A588",2005
"19934","A588",2005
"19935","A588",2005
"19936","A588",2005
"19937","A588",2005
"19938","A588",2005
"19939","A588",2005
"19940","A588",2005
"19941","A588",2005
"19942","A588",2005
"19943","A588",2005
"19944","A588",2005
"19945","A588",2005
"19946","A588",2005
"19947","A588",2005
"19948","A588",2005
"19949","A588",2005
"19950","A588",2005
"19951","A588",2005
"19952","A588",2005
"19953","A588",2005
"19954","A588",2005
"19955","A588",2005
"19956","A588",2005
"19957","A588",2005
"19958","A588",2005
"19959","A588",2005
"19960","A588",2005
"19961","A588",2005
"19962","A588",2005
"19963","A588",2005
"19964","A588",2005
"19965","A588",2005
"19966","A588",2005
"19967","A588",2005
"19968","A588",2005
"19969","A588",2005
"19970","A588",2005
"19971","A588",2005
"19972","A588",2005
"19973","A588",2005
"19974","A588",2005
"19975","A588",2005
"19976","A588",2005
"19977","A588",2005
"19978","A588",2005
"19979","A588",2005
"19980","A588",2005
"19981","A588",2005
"19982","A588",2005
"19983","A588",2005
"19984","A588",2005
"19985","A588",2005
"19986","A588",2005
"19987","A588",2005
"19988","A588",2005
"19989","A588",2005
"19990","A588",2005
"19991","A588",2005
"19992","A588",2005
"19993","A588",2005
"19994","A588",2005
"19995","A588",2005
"19996","A588",2005
"19997","A588",2005
"19998","A588",2005
"19999","A588",2005
"20000","A588",2005
"20001","A588",2005
"20002","A624",2005
"20003","A624",2005
"20004","A624",2005
"20005","A624",2005
"20006","A624",2005
"20007","A624",2005
"20008","A624",2005
"20009","A624",2005
"20010","A624",2005
"20011","A624",2005
"20012","A624",2005
"20013","A624",2005
"20014","A624",2005
"20015","A624",2005
"20016","A624",2005
"20017","A624",2005
"20018","A624",2005
"20019","A624",2005
"20020","A624",2005
"20021","A624",2005
"20022","A624",2005
"20023","A624",2005
"20024","A624",2005
"20025","A624",2005
"20026","A624",2005
"20027","A624",2005
"20028","A624",2005
"20029","A624",2005
"20030","A624",2005
"20031","A624",2005
"20032","A624",2005
"20033","A624",2005
"20034","A624",2005
"20035","A624",2005
"20036","A624",2005
"20037","A624",2005
"20038","A624",2005
"20039","A624",2005
"20040","A624",2005
"20041","A624",2005
"20042","A624",2005
"20043","A624",2005
"20044","A624",2005
"20045","A624",2005
"20046","A624",2005
"20047","A624",2005
"20048","A624",2005
"20049","A624",2005
"20050","A624",2005
"20051","A624",2005
"20052","A624",2005
"20053","A624",2005
"20054","A624",2005
"20055","A624",2005
"20056","A624",2005
"20057","A624",2005
"20058","A624",2005
"20059","A624",2005
"20060","A624",2005
"20061","A624",2005
"20062","A624",2005
"20063","A624",2005
"20064","A624",2005
"20065","A624",2005
"20066","A624",2005
"20067","A624",2005
"20068","A624",2005
"20069","A624",2005
"20070","A624",2005
"20071","A624",2005
"20072","A624",2005
"20073","A624",2005
"20074","A624",2005
"20075","A624",2005
"20076","A624",2005
"20077","A624",2005
"20078","A624",2005
"20079","A624",2005
"20080","A624",2005
"20081","A624",2005
"20082","A624",2005
"20083","A624",2005
"20084","A624",2005
"20085","A624",2005
"20086","A624",2005
"20087","A624",2005
"20088","A624",2005
"20089","A624",2005
"20090","A624",2005
"20091","A624",2005
"20092","A624",2005
"20093","A624",2005
"20094","A624",2005
"20095","A624",2005
"20096","A624",2005
"20097","A624",2005
"20098","A624",2005
"20099","A624",2005
"20100","A624",2005
"20101","A624",2005
"20102","A624",2005
"20103","A624",2005
"20104","A624",2005
"20105","A624",2005
"20106","A624",2005
"20107","A624",2005
"20108","A624",2005
"20109","A624",2005
"20110","A624",2005
"20111","A624",2005
"20112","A624",2005
"20113","A624",2005
"20114","A624",2005
"20115","A624",2005
"20116","A624",2005
"20117","A624",2005
"20118","A624",2005
"20119","A624",2005
"20120","A624",2005
"20121","A624",2005
"20122","A624",2005
"20123","A624",2005
"20124","A624",2005
"20125","A624",2005
"20126","A624",2005
"20127","A624",2005
"20128","A624",2005
"20129","A624",2005
"20130","A624",2005
"20131","A624",2005
"20132","A624",2005
"20133","A624",2005
"20134","A634",2005
"20135","A634",2005
"20136","A634",2005
"20137","A634",2005
"20138","A634",2005
"20139","A634",2005
"20140","A634",2005
"20141","A634",2005
"20142","A634",2005
"20143","A634",2005
"20144","A634",2005
"20145","A634",2005
"20146","A634",2005
"20147","A634",2005
"20148","A634",2005
"20149","A634",2005
"20150","A634",2005
"20151","A634",2005
"20152","A634",2005
"20153","A634",2005
"20154","A634",2005
"20155","A634",2005
"20156","A642",2005
"20157","A642",2005
"20158","A642",2005
"20159","A642",2005
"20160","A642",2005
"20161","A642",2005
"20162","A642",2005
"20163","A642",2005
"20164","A642",2005
"20165","A642",2005
"20166","A642",2005
"20167","A642",2005
"20168","A642",2005
"20169","A642",2005
"20170","A642",2005
"20171","A642",2005
"20172","A642",2005
"20173","A642",2005
"20174","A642",2005
"20175","A642",2005
"20176","A642",2005
"20177","A642",2005
"20178","A642",2005
"20179","A642",2005
"20180","A642",2005
"20181","A642",2005
"20182","A642",2005
"20183","A642",2005
"20184","A642",2005
"20185","A642",2005
"20186","A642",2005
"20187","A642",2005
"20188","A642",2005
"20189","A642",2005
"20190","A642",2005
"20191","A642",2005
"20192","A642",2005
"20193","A642",2005
"20194","A642",2005
"20195","A642",2005
"20196","A642",2005
"20197","A642",2005
"20198","A642",2005
"20199","A642",2005
"20200","A642",2005
"20201","A642",2005
"20202","A642",2005
"20203","A642",2005
"20204","A642",2005
"20205","A642",2005
"20206","A642",2005
"20207","A642",2005
"20208","A642",2005
"20209","A642",2005
"20210","A642",2005
"20211","A642",2005
"20212","A642",2005
"20213","A642",2005
"20214","A642",2005
"20215","A642",2005
"20216","A642",2005
"20217","A642",2005
"20218","A642",2005
"20219","A642",2005
"20220","A642",2005
"20221","A642",2005
"20222","A642",2005
"20223","A642",2005
"20224","A642",2005
"20225","A642",2005
"20226","A642",2005
"20227","A642",2005
"20228","A642",2005
"20229","A642",2005
"20230","A642",2005
"20231","A642",2005
"20232","A642",2005
"20233","A642",2005
"20234","A642",2005
"20235","A642",2005
"20236","A642",2005
"20237","A642",2005
"20238","A642",2005
"20239","A642",2005
"20240","A642",2005
"20241","A642",2005
"20242","A642",2005
"20243","A642",2005
"20244","A642",2005
"20245","A642",2005
"20246","A642",2005
"20247","A642",2005
"20248","A642",2005
"20249","A642",2005
"20250","A642",2005
"20251","A642",2005
"20252","A642",2005
"20253","A642",2005
"20254","A642",2005
"20255","A642",2005
"20256","A642",2005
"20257","A642",2005
"20258","A642",2005
"20259","A642",2005
"20260","A642",2005
"20261","A642",2005
"20262","A642",2005
"20263","A642",2005
"20264","A642",2005
"20265","A642",2005
"20266","A642",2005
"20267","A642",2005
"20268","A642",2005
"20269","A642",2005
"20270","A642",2005
"20271","A642",2005
"20272","A642",2005
"20273","A642",2005
"20274","A642",2005
"20275","A642",2005
"20276","A642",2005
"20277","A642",2005
"20278","A642",2005
"20279","A642",2005
"20280","A642",2005
"20281","A642",2005
"20282","A642",2005
"20283","A642",2005
"20284","A642",2005
"20285","A642",2005
"20286","A642",2005
"20287","A642",2005
"20288","A642",2005
"20289","A642",2005
"20290","A642",2005
"20291","A642",2005
"20292","A642",2005
"20293","A642",2005
"20294","A642",2005
"20295","A642",2005
"20296","A642",2005
"20297","A642",2005
"20298","A642",2005
"20299","A642",2005
"20300","A642",2005
"20301","A642",2005
"20302","A642",2005
"20303","A642",2005
"20304","A642",2005
"20305","A642",2005
"20306","A642",2005
"20307","A642",2005
"20308","A642",2005
"20309","A642",2005
"20310","A642",2005
"20311","A642",2005
"20312","A642",2005
"20313","A642",2005
"20314","A642",2005
"20315","A642",2005
"20316","A642",2005
"20317","A642",2005
"20318","A642",2005
"20319","A642",2005
"20320","A642",2005
"20321","A642",2005
"20322","A642",2005
"20323","A642",2005
"20324","A642",2005
"20325","A642",2005
"20326","A642",2005
"20327","A642",2005
"20328","A642",2005
"20329","A642",2005
"20330","A642",2005
"20331","A642",2005
"20332","A642",2005
"20333","A642",2005
"20334","A642",2005
"20335","A642",2005
"20336","A642",2005
"20337","A642",2005
"20338","A642",2005
"20339","A642",2005
"20340","A642",2005
"20341","A642",2005
"20342","A642",2005
"20343","A642",2005
"20344","A642",2005
"20345","A642",2005
"20346","A642",2005
"20347","A642",2005
"20348","A642",2005
"20349","A642",2005
"20350","A642",2005
"20351","A642",2005
"20352","A642",2005
"20353","A642",2005
"20354","A642",2005
"20355","A642",2005
"20356","A642",2005
"20357","A642",2005
"20358","A642",2005
"20359","A642",2005
"20360","A642",2005
"20361","A642",2005
"20362","A642",2005
"20363","A642",2005
"20364","A642",2005
"20365","A642",2005
"20366","A642",2005
"20367","A642",2005
"20368","A642",2005
"20369","A642",2005
"20370","A642",2005
"20371","A642",2005
"20372","A642",2005
"20373","A642",2005
"20374","A642",2005
"20375","A642",2005
"20376","A642",2005
"20377","A642",2005
"20378","A642",2005
"20379","A642",2005
"20380","A642",2005
"20381","A642",2005
"20382","A642",2005
"20383","A642",2005
"20384","A642",2005
"20385","A642",2005
"20386","A642",2005
"20387","A642",2005
"20388","A642",2005
"20389","A642",2005
"20390","A642",2005
"20391","A642",2005
"20392","A642",2005
"20393","A642",2005
"20394","A642",2005
"20395","A642",2005
"20396","A642",2005
"20397","A642",2005
"20398","A642",2005
"20399","A642",2005
"20400","A642",2005
"20401","A642",2005
"20402","A642",2005
"20403","A642",2005
"20404","A642",2005
"20405","A642",2005
"20406","A642",2005
"20407","A642",2005
"20408","A642",2005
"20409","A642",2005
"20410","A642",2005
"20411","A642",2005
"20412","A642",2005
