"","councils","years"
"2810","A716",1992
"2811","A716",1992
"2812","A892",1992
"2813","A892",1992
"2814","A892",1992
"2815","A546",1993
"2816","A546",1993
"2817","A546",1993
"2818","A546",1993
"2819","A546",1993
"2820","A546",1993
"2821","A546",1993
"2822","A546",1993
"2823","A546",1993
"2824","A546",1993
"2825","A546",1993
"2826","A546",1993
"2827","A546",1993
"2828","A546",1993
"2829","A546",1993
"2830","A546",1993
"2831","A546",1993
"2832","A546",1993
"2833","A546",1993
"2834","A546",1993
"2835","A546",1993
"2836","A546",1993
"2837","A546",1993
"2838","A546",1993
"2839","A546",1993
"2840","A546",1993
"2841","A546",1993
"2842","A546",1993
"2843","A546",1993
"2844","A546",1993
"2845","A546",1993
"2846","A546",1993
"2847","A546",1993
"2848","A546",1993
"2849","A546",1993
"2850","A546",1993
"2851","A546",1993
"2852","A546",1993
"2853","A546",1993
"2854","A546",1993
"2855","A546",1993
"2856","A546",1993
"2857","A546",1993
"2858","A546",1993
"2859","A546",1993
"2860","A546",1993
"2861","A554",1993
"2862","A554",1993
"2863","A554",1993
"2864","A554",1993
"2865","A554",1993
"2866","A554",1993
"2867","A554",1993
"2868","A554",1993
"2869","A588",1993
"2870","A588",1993
"2871","A588",1993
"2872","A588",1993
"2873","A588",1993
"2874","A588",1993
"2875","A588",1993
"2876","A588",1993
"2877","A588",1993
"2878","A588",1993
"2879","A588",1993
"2880","A588",1993
"2881","A588",1993
"2882","A588",1993
"2883","A588",1993
"2884","A588",1993
"2885","A588",1993
"2886","A588",1993
"2887","A588",1993
"2888","A588",1993
"2889","A588",1993
"2890","A588",1993
"2891","A588",1993
"2892","A588",1993
"2893","A588",1993
"2894","A588",1993
"2895","A588",1993
"2896","A588",1993
"2897","A588",1993
"2898","A588",1993
"2899","A588",1993
"2900","A588",1993
"2901","A588",1993
"2902","A588",1993
"2903","A588",1993
"2904","A588",1993
"2905","A588",1993
"2906","A588",1993
"2907","A588",1993
"2908","A588",1993
"2909","A588",1993
"2910","A588",1993
"2911","A588",1993
"2912","A588",1993
"2913","A588",1993
"2914","A588",1993
"2915","A588",1993
"2916","A588",1993
"2917","A588",1993
"2918","A588",1993
"2919","A588",1993
"2920","A588",1993
"2921","A588",1993
"2922","A588",1993
"2923","A588",1993
"2924","A588",1993
"2925","A588",1993
"2926","A588",1993
"2927","A588",1993
"2928","A588",1993
"2929","A588",1993
"2930","A588",1993
"2931","A588",1993
"2932","A588",1993
"2933","A588",1993
"2934","A588",1993
"2935","A588",1993
"2936","A588",1993
"2937","A588",1993
"2938","A588",1993
"2939","A588",1993
"2940","A588",1993
"2941","A588",1993
"2942","A588",1993
"2943","A588",1993
"2944","A588",1993
"2945","A588",1993
"2946","A588",1993
"2947","A588",1993
"2948","A588",1993
"2949","A588",1993
"2950","A588",1993
"2951","A588",1993
"2952","A588",1993
"2953","A588",1993
"2954","A588",1993
"2955","A588",1993
"2956","A588",1993
"2957","A624",1993
"2958","A624",1993
"2959","A624",1993
"2960","A624",1993
"2961","A624",1993
"2962","A624",1993
"2963","A624",1993
"2964","A624",1993
"2965","A624",1993
"2966","A624",1993
"2967","A624",1993
"2968","A624",1993
"2969","A624",1993
"2970","A624",1993
"2971","A624",1993
"2972","A624",1993
"2973","A624",1993
"2974","A624",1993
"2975","A624",1993
"2976","A624",1993
"2977","A624",1993
"2978","A624",1993
"2979","A624",1993
"2980","A624",1993
"2981","A624",1993
"2982","A624",1993
"2983","A624",1993
"2984","A624",1993
"2985","A624",1993
"2986","A624",1993
"2987","A624",1993
"2988","A624",1993
"2989","A624",1993
"2990","A624",1993
"2991","A624",1993
"2992","A624",1993
"2993","A624",1993
"2994","A624",1993
"2995","A624",1993
"2996","A624",1993
"2997","A624",1993
"2998","A624",1993
"2999","A624",1993
"3000","A624",1993
"3001","A624",1993
"3002","A624",1993
"3003","A624",1993
"3004","A624",1993
"3005","A624",1993
"3006","A624",1993
"3007","A624",1993
"3008","A624",1993
"3009","A624",1993
"3010","A624",1993
"3011","A624",1993
"3012","A624",1993
"3013","A624",1993
"3014","A624",1993
"3015","A624",1993
"3016","A624",1993
"3017","A624",1993
"3018","A624",1993
"3019","A624",1993
"3020","A624",1993
"3021","A624",1993
"3022","A624",1993
"3023","A624",1993
"3024","A624",1993
"3025","A624",1993
"3026","A624",1993
"3027","A624",1993
"3028","A624",1993
"3029","A624",1993
"3030","A624",1993
"3031","A624",1993
"3032","A624",1993
"3033","A624",1993
"3034","A624",1993
"3035","A624",1993
"3036","A624",1993
"3037","A624",1993
"3038","A624",1993
"3039","A624",1993
"3040","A624",1993
"3041","A624",1993
"3042","A624",1993
"3043","A624",1993
"3044","A624",1993
"3045","A624",1993
"3046","A624",1993
"3047","A624",1993
"3048","A624",1993
"3049","A624",1993
"3050","A624",1993
"3051","A624",1993
"3052","A624",1993
"3053","A624",1993
"3054","A624",1993
"3055","A624",1993
"3056","A624",1993
"3057","A624",1993
"3058","A624",1993
"3059","A624",1993
"3060","A624",1993
"3061","A624",1993
"3062","A624",1993
"3063","A624",1993
"3064","A624",1993
"3065","A624",1993
"3066","A624",1993
"3067","A624",1993
"3068","A624",1993
"3069","A624",1993
"3070","A624",1993
"3071","A624",1993
"3072","A624",1993
"3073","A624",1993
"3074","A624",1993
"3075","A624",1993
"3076","A624",1993
"3077","A624",1993
"3078","A624",1993
"3079","A624",1993
"3080","A624",1993
"3081","A624",1993
"3082","A624",1993
"3083","A624",1993
"3084","A624",1993
"3085","A624",1993
"3086","A624",1993
"3087","A624",1993
"3088","A624",1993
"3089","A624",1993
"3090","A624",1993
"3091","A624",1993
"3092","A624",1993
"3093","A624",1993
"3094","A624",1993
"3095","A624",1993
"3096","A624",1993
"3097","A624",1993
"3098","A624",1993
"3099","A624",1993
"3100","A624",1993
"3101","A624",1993
"3102","A624",1993
"3103","A624",1993
"3104","A624",1993
"3105","A624",1993
"3106","A624",1993
"3107","A624",1993
"3108","A624",1993
"3109","A624",1993
"3110","A624",1993
"3111","A624",1993
"3112","A624",1993
"3113","A624",1993
"3114","A624",1993
"3115","A624",1993
"3116","A624",1993
"3117","A624",1993
"3118","A624",1993
"3119","A624",1993
"3120","A624",1993
"3121","A624",1993
"3122","A624",1993
"3123","A624",1993
"3124","A624",1993
"3125","A624",1993
"3126","A624",1993
"3127","A624",1993
"3128","A624",1993
"3129","A624",1993
"3130","A624",1993
"3131","A624",1993
"3132","A624",1993
"3133","A624",1993
"3134","A624",1993
"3135","A624",1993
"3136","A624",1993
"3137","A624",1993
"3138","A624",1993
"3139","A624",1993
"3140","A624",1993
"3141","A624",1993
"3142","A624",1993
"3143","A624",1993
"3144","A624",1993
"3145","A624",1993
"3146","A624",1993
"3147","A624",1993
"3148","A624",1993
"3149","A624",1993
"3150","A624",1993
"3151","A624",1993
"3152","A624",1993
"3153","A624",1993
"3154","A624",1993
"3155","A624",1993
"3156","A624",1993
"3157","A624",1993
"3158","A624",1993
"3159","A624",1993
"3160","A624",1993
"3161","A624",1993
"3162","A624",1993
"3163","A624",1993
"3164","A624",1993
"3165","A624",1993
"3166","A624",1993
"3167","A624",1993
"3168","A624",1993
"3169","A624",1993
"3170","A624",1993
"3171","A624",1993
"3172","A624",1993
"3173","A624",1993
"3174","A624",1993
"3175","A624",1993
"3176","A624",1993
"3177","A624",1993
"3178","A624",1993
"3179","A624",1993
"3180","A624",1993
"3181","A624",1993
"3182","A624",1993
"3183","A624",1993
"3184","A624",1993
"3185","A624",1993
"3186","A624",1993
"3187","A624",1993
"3188","A624",1993
"3189","A624",1993
"3190","A624",1993
"3191","A624",1993
"3192","A624",1993
"3193","A624",1993
"3194","A624",1993
"3195","A624",1993
"3196","A624",1993
"3197","A624",1993
"3198","A624",1993
"3199","A624",1993
"3200","A624",1993
"3201","A624",1993
"3202","A624",1993
"3203","A624",1993
"3204","A624",1993
"3205","A624",1993
"3206","A624",1993
"3207","A624",1993
"3208","A624",1993
"3209","A624",1993
"3210","A624",1993
"3211","A624",1993
"3212","A624",1993
"3213","A624",1993
"3214","A624",1993
"3215","A624",1993
"3216","A624",1993
"3217","A624",1993
"3218","A624",1993
"3219","A624",1993
"3220","A624",1993
"3221","A624",1993
"3222","A624",1993
"3223","A624",1993
"3224","A624",1993
"3225","A624",1993
"3226","A624",1993
"3227","A624",1993
"3228","A624",1993
"3229","A624",1993
"3230","A624",1993
"3231","A624",1993
"3232","A624",1993
"3233","A624",1993
"3234","A624",1993
"3235","A624",1993
"3236","A624",1993
"3237","A624",1993
"3238","A624",1993
"3239","A624",1993
"3240","A624",1993
"3241","A624",1993
"3242","A624",1993
"3243","A624",1993
"3244","A624",1993
"3245","A624",1993
"3246","A624",1993
"3247","A624",1993
"3248","A624",1993
"3249","A624",1993
"3250","A624",1993
"3251","A624",1993
"3252","A624",1993
"3253","A624",1993
"3254","A624",1993
"3255","A624",1993
"3256","A624",1993
"3257","A624",1993
"3258","A624",1993
"3259","A624",1993
"3260","A624",1993
"3261","A624",1993
"3262","A624",1993
"3263","A624",1993
"3264","A624",1993
"3265","A624",1993
"3266","A624",1993
"3267","A624",1993
"3268","A624",1993
"3269","A624",1993
"3270","A624",1993
"3271","A624",1993
"3272","A624",1993
"3273","A624",1993
"3274","A624",1993
"3275","A624",1993
"3276","A624",1993
"3277","A624",1993
"3278","A624",1993
"3279","A624",1993
"3280","A624",1993
"3281","A624",1993
"3282","A624",1993
"3283","A624",1993
"3284","A624",1993
"3285","A624",1993
"3286","A624",1993
"3287","A624",1993
"3288","A624",1993
"3289","A624",1993
"3290","A624",1993
"3291","A624",1993
"3292","A624",1993
"3293","A624",1993
"3294","A624",1993
"3295","A624",1993
"3296","A624",1993
"3297","A624",1993
"3298","A624",1993
"3299","A624",1993
"3300","A624",1993
"3301","A624",1993
"3302","A624",1993
"3303","A624",1993
"3304","A624",1993
"3305","A624",1993
"3306","A624",1993
"3307","A624",1993
"3308","A624",1993
"3309","A624",1993
"3310","A624",1993
"3311","A624",1993
"3312","A624",1993
"3313","A624",1993
"3314","A624",1993
"3315","A624",1993
"3316","A624",1993
"3317","A624",1993
"3318","A624",1993
"3319","A624",1993
"3320","A624",1993
"3321","A624",1993
"3322","A624",1993
"3323","A624",1993
"3324","A624",1993
"3325","A624",1993
"3326","A624",1993
"3327","A624",1993
"3328","A624",1993
"3329","A624",1993
"3330","A624",1993
"3331","A624",1993
"3332","A624",1993
"3333","A624",1993
"3334","A624",1993
"3335","A624",1993
"3336","A624",1993
"3337","A624",1993
"3338","A624",1993
"3339","A624",1993
"3340","A624",1993
"3341","A624",1993
"3342","A624",1993
"3343","A624",1993
"3344","A624",1993
"3345","A624",1993
"3346","A624",1993
"3347","A624",1993
"3348","A624",1993
"3349","A624",1993
"3350","A624",1993
"3351","A624",1993
"3352","A624",1993
"3353","A624",1993
"3354","A624",1993
"3355","A624",1993
"3356","A624",1993
"3357","A624",1993
"3358","A624",1993
"3359","A624",1993
"3360","A624",1993
"3361","A624",1993
"3362","A624",1993
"3363","A624",1993
"3364","A624",1993
"3365","A624",1993
"3366","A624",1993
"3367","A624",1993
"3368","A624",1993
"3369","A624",1993
"3370","A624",1993
"3371","A624",1993
"3372","A624",1993
"3373","A624",1993
"3374","A624",1993
"3375","A624",1993
"3376","A624",1993
"3377","A624",1993
"3378","A624",1993
"3379","A624",1993
"3380","A624",1993
"3381","A624",1993
"3382","A624",1993
"3383","A624",1993
"3384","A624",1993
"3385","A624",1993
"3386","A624",1993
"3387","A624",1993
"3388","A624",1993
"3389","A624",1993
"3390","A624",1993
"3391","A624",1993
"3392","A624",1993
"3393","A624",1993
"3394","A624",1993
"3395","A624",1993
"3396","A624",1993
"3397","A624",1993
"3398","A624",1993
"3399","A624",1993
"3400","A624",1993
"3401","A624",1993
"3402","A624",1993
"3403","A624",1993
"3404","A624",1993
"3405","A624",1993
"3406","A624",1993
"3407","A624",1993
"3408","A624",1993
"3409","A624",1993
"3410","A624",1993
"3411","A624",1993
"3412","A624",1993
"3413","A624",1993
"3414","A624",1993
"3415","A624",1993
"3416","A624",1993
"3417","A624",1993
"3418","A624",1993
"3419","A624",1993
"3420","A624",1993
"3421","A624",1993
"3422","A624",1993
"3423","A624",1993
"3424","A624",1993
"3425","A624",1993
"3426","A624",1993
"3427","A624",1993
"3428","A624",1993
"3429","A624",1993
"3430","A624",1993
"3431","A624",1993
"3432","A624",1993
"3433","A624",1993
"3434","A624",1993
"3435","A624",1993
"3436","A624",1993
"3437","A624",1993
"3438","A624",1993
"3439","A624",1993
"3440","A624",1993
"3441","A624",1993
"3442","A624",1993
"3443","A624",1993
"3444","A624",1993
"3445","A624",1993
"3446","A624",1993
"3447","A624",1993
"3448","A624",1993
"3449","A624",1993
"3450","A624",1993
"3451","A624",1993
"3452","A624",1993
"3453","A624",1993
"3454","A624",1993
"3455","A624",1993
"3456","A624",1993
"3457","A624",1993
"3458","A624",1993
"3459","A624",1993
"3460","A624",1993
"3461","A624",1993
"3462","A624",1993
"3463","A624",1993
"3464","A624",1993
"3465","A624",1993
"3466","A624",1993
"3467","A624",1993
"3468","A624",1993
"3469","A624",1993
"3470","A624",1993
"3471","A624",1993
"3472","A624",1993
"3473","A624",1993
"3474","A624",1993
"3475","A624",1993
"3476","A624",1993
"3477","A624",1993
"3478","A624",1993
"3479","A624",1993
"3480","A624",1993
"3481","A624",1993
"3482","A624",1993
"3483","A624",1993
"3484","A624",1993
"3485","A624",1993
"3486","A624",1993
"3487","A624",1993
"3488","A624",1993
"3489","A624",1993
"3490","A624",1993
"3491","A624",1993
"3492","A624",1993
"3493","A624",1993
"3494","A624",1993
"3495","A624",1993
"3496","A624",1993
"3497","A624",1993
"3498","A624",1993
"3499","A624",1993
"3500","A624",1993
"3501","A624",1993
"3502","A624",1993
"3503","A624",1993
"3504","A624",1993
"3505","A624",1993
"3506","A624",1993
"3507","A624",1993
"3508","A624",1993
"3509","A624",1993
"3510","A624",1993
"3511","A624",1993
"3512","A624",1993
"3513","A624",1993
"3514","A624",1993
"3515","A624",1993
"3516","A624",1993
"3517","A624",1993
"3518","A624",1993
"3519","A624",1993
"3520","A624",1993
"3521","A624",1993
"3522","A624",1993
"3523","A624",1993
"3524","A624",1993
"3525","A624",1993
"3526","A624",1993
"3527","A624",1993
"3528","A624",1993
"3529","A624",1993
"3530","A624",1993
"3531","A624",1993
"3532","A624",1993
"3533","A624",1993
"3534","A624",1993
"3535","A624",1993
"3536","A624",1993
"3537","A624",1993
"3538","A624",1993
"3539","A624",1993
"3540","A624",1993
"3541","A624",1993
"3542","A624",1993
"3543","A624",1993
"3544","A624",1993
"3545","A624",1993
"3546","A624",1993
"3547","A624",1993
"3548","A624",1993
"3549","A624",1993
"3550","A624",1993
"3551","A624",1993
"3552","A624",1993
"3553","A624",1993
"3554","A624",1993
"3555","A624",1993
"3556","A624",1993
"3557","A624",1993
"3558","A624",1993
"3559","A624",1993
"3560","A624",1993
"3561","A624",1993
"3562","A624",1993
"3563","A624",1993
"3564","A624",1993
"3565","A624",1993
"3566","A624",1993
"3567","A624",1993
"3568","A624",1993
"3569","A624",1993
"3570","A624",1993
"3571","A624",1993
"3572","A624",1993
"3573","A624",1993
"3574","A624",1993
"3575","A624",1993
"3576","A624",1993
"3577","A624",1993
"3578","A624",1993
"3579","A624",1993
"3580","A624",1993
"3581","A624",1993
"3582","A624",1993
"3583","A624",1993
"3584","A624",1993
"3585","A624",1993
"3586","A624",1993
"3587","A624",1993
"3588","A624",1993
"3589","A624",1993
"3590","A624",1993
"3591","A624",1993
"3592","A624",1993
"3593","A624",1993
"3594","A624",1993
"3595","A624",1993
"3596","A624",1993
"3597","A624",1993
"3598","A624",1993
"3599","A624",1993
"3600","A624",1993
"3601","A624",1993
"3602","A624",1993
"3603","A624",1993
"3604","A624",1993
"3605","A624",1993
"3606","A624",1993
"3607","A624",1993
"3608","A624",1993
"3609","A624",1993
"3610","A624",1993
"3611","A624",1993
"3612","A624",1993
"3613","A624",1993
"3614","A624",1993
"3615","A624",1993
"3616","A624",1993
"3617","A624",1993
"3618","A624",1993
"3619","A624",1993
"3620","A624",1993
"3621","A624",1993
"3622","A624",1993
"3623","A624",1993
"3624","A624",1993
"3625","A624",1993
"3626","A624",1993
"3627","A634",1993
"3628","A634",1993
"3629","A634",1993
"3630","A634",1993
"3631","A634",1993
"3632","A634",1993
"3633","A634",1993
"3634","A642",1993
"3635","A642",1993
"3636","A642",1993
"3637","A642",1993
"3638","A642",1993
"3639","A642",1993
"3640","A642",1993
"3641","A642",1993
"3642","A642",1993
"3643","A642",1993
"3644","A642",1993
"3645","A642",1993
"3646","A642",1993
"3647","A642",1993
"3648","A642",1993
"3649","A642",1993
"3650","A642",1993
"3651","A642",1993
"3652","A642",1993
"3653","A642",1993
"3654","A642",1993
"3655","A642",1993
"3656","A642",1993
"3657","A642",1993
"3658","A642",1993
"3659","A642",1993
"3660","A642",1993
"3661","A642",1993
"3662","A642",1993
"3663","A642",1993
"3664","A642",1993
"3665","A642",1993
"3666","A642",1993
"3667","A642",1993
"3668","A642",1993
"3669","A642",1993
"3670","A642",1993
"3671","A642",1993
"3672","A642",1993
"3673","A642",1993
"3674","A642",1993
"3675","A642",1993
"3676","A642",1993
"3677","A642",1993
"3678","A642",1993
"3679","A642",1993
"3680","A642",1993
"3681","A642",1993
"3682","A642",1993
"3683","A642",1993
"3684","A642",1993
"3685","A642",1993
"3686","A642",1993
"3687","A642",1993
"3688","A642",1993
"3689","A642",1993
"3690","A642",1993
"3691","A642",1993
"3692","A642",1993
"3693","A642",1993
"3694","A642",1993
"3695","A642",1993
"3696","A642",1993
"3697","A642",1993
"3698","A642",1993
"3699","A642",1993
"3700","A642",1993
"3701","A642",1993
"3702","A642",1993
"3703","A642",1993
"3704","A642",1993
"3705","A642",1993
"3706","A642",1993
"3707","A642",1993
"3708","A642",1993
"3709","A642",1993
"3710","A642",1993
"3711","A642",1993
"3712","A642",1993
"3713","A642",1993
"3714","A642",1993
"3715","A642",1993
"3716","A642",1993
"3717","A642",1993
"3718","A642",1993
"3719","A642",1993
"3720","A642",1993
"3721","A642",1993
"3722","A642",1993
"3723","A642",1993
"3724","A642",1993
"3725","A642",1993
"3726","A642",1993
"3727","A642",1993
"3728","A642",1993
"3729","A642",1993
"3730","A642",1993
"3731","A642",1993
"3732","A642",1993
"3733","A642",1993
"3734","A642",1993
"3735","A642",1993
"3736","A642",1993
"3737","A642",1993
"3738","A642",1993
"3739","A642",1993
"3740","A642",1993
"3741","A642",1993
"3742","A642",1993
"3743","A642",1993
"3744","A642",1993
"3745","A642",1993
"3746","A642",1993
"3747","A642",1993
"3748","A642",1993
"3749","A642",1993
"3750","A642",1993
"3751","A642",1993
"3752","A642",1993
"3753","A642",1993
"3754","A642",1993
"3755","A642",1993
"3756","A642",1993
"3757","A642",1993
"3758","A642",1993
"3759","A642",1993
"3760","A642",1993
"3761","A642",1993
"3762","A642",1993
"3763","A642",1993
"3764","A642",1993
"3765","A642",1993
"3766","A642",1993
"3767","A642",1993
"3768","A642",1993
"3769","A642",1993
"3770","A642",1993
"3771","A642",1993
"3772","A642",1993
"3773","A642",1993
"3774","A642",1993
"3775","A642",1993
"3776","A642",1993
"3777","A642",1993
"3778","A642",1993
"3779","A642",1993
"3780","A642",1993
"3781","A642",1993
"3782","A642",1993
"3783","A642",1993
"3784","A642",1993
"3785","A642",1993
"3786","A642",1993
"3787","A642",1993
"3788","A642",1993
"3789","A642",1993
"3790","A642",1993
"3791","A642",1993
"3792","A642",1993
"3793","A642",1993
"3794","A642",1993
"3795","A642",1993
"3796","A642",1993
"3797","A642",1993
"3798","A642",1993
"3799","A642",1993
"3800","A642",1993
"3801","A642",1993
"3802","A642",1993
"3803","A642",1993
"3804","A642",1993
"3805","A642",1993
"3806","A642",1993
"3807","A642",1993
"3808","A642",1993
"3809","A642",1993
"3810","A642",1993
"3811","A642",1993
"3812","A642",1993
"3813","A642",1993
"3814","A642",1993
"3815","A642",1993
"3816","A642",1993
"3817","A642",1993
"3818","A642",1993
"3819","A642",1993
"3820","A642",1993
"3821","A642",1993
"3822","A642",1993
"3823","A642",1993
"3824","A642",1993
"3825","A642",1993
"3826","A642",1993
"3827","A642",1993
"3828","A642",1993
"3829","A642",1993
"3830","A642",1993
"3831","A642",1993
"3832","A642",1993
"3833","A642",1993
"3834","A642",1993
"3835","A642",1993
"3836","A642",1993
"3837","A642",1993
"3838","A642",1993
"3839","A642",1993
"3840","A642",1993
"3841","A642",1993
"3842","A642",1993
"3843","A642",1993
"3844","A642",1993
"3845","A642",1993
"3846","A642",1993
"3847","A642",1993
"3848","A642",1993
"3849","A642",1993
"3850","A642",1993
"3851","A642",1993
"3852","A642",1993
"3853","A642",1993
"3854","A642",1993
"3855","A642",1993
"3856","A642",1993
"3857","A642",1993
"3858","A642",1993
"3859","A642",1993
"3860","A642",1993
"3861","A642",1993
"3862","A642",1993
"3863","A642",1993
"3864","A642",1993
"3865","A642",1993
"3866","A642",1993
"3867","A642",1993
"3868","A642",1993
"3869","A642",1993
"3870","A642",1993
"3871","A642",1993
"3872","A642",1993
"3873","A642",1993
"3874","A642",1993
"3875","A642",1993
"3876","A642",1993
"3877","A642",1993
"3878","A642",1993
"3879","A642",1993
"3880","A642",1993
"3881","A650",1993
"3882","A658",1993
"3883","A658",1993
"3884","A658",1993
"3885","A658",1993
"3886","A658",1993
"3887","A658",1993
"3888","A666",1993
"3889","A666",1993
"3890","A682",1993
"3891","A682",1993
"3892","A682",1993
"3893","A682",1993
"3894","A682",1993
"3895","A682",1993
"3896","A716",1993
"3897","A716",1993
"3898","A716",1993
"3899","A716",1993
"3900","A716",1993
"3901","A716",1993
"3902","A733",1993
"3903","A892",1993
"3904","A892",1993
"3905","A892",1993
"3906","A892",1993
"3907","A892",1993
"3908","A892",1993
"3909","A892",1993
"3910","A892",1993
"3911","A892",1993
"3912","A892",1993
"3913","A892",1993
"3914","A892",1993
"3915","A892",1993
"3916","A892",1993
"3917","A892",1993
"3918","A892",1993
"3919","A892",1993
"3920","A892",1993
"3921","A892",1993
"3922","A892",1993
"3923","A892",1993
"3924","A892",1993
"3925","A892",1993
"3926","A892",1993
"3927","A892",1993
"3928","A892",1993
"3929","A892",1993
"3930","A892",1993
"3931","A892",1993
"3932","A892",1993
"3933","A892",1993
"3934","A892",1993
"3935","A892",1993
"3936","A892",1993
"3937","A892",1993
"3938","A892",1993
"3939","A892",1993
"3940","A892",1993
"3941","A546",1994
"3942","A546",1994
"3943","A546",1994
"3944","A546",1994
"3945","A546",1994
"3946","A546",1994
"3947","A546",1994
"3948","A546",1994
"3949","A546",1994
"3950","A546",1994
"3951","A546",1994
"3952","A546",1994
"3953","A546",1994
"3954","A546",1994
"3955","A546",1994
"3956","A546",1994
"3957","A546",1994
"3958","A546",1994
"3959","A546",1994
"3960","A546",1994
"3961","A546",1994
"3962","A546",1994
"3963","A546",1994
"3964","A546",1994
"3965","A546",1994
"3966","A546",1994
"3967","A546",1994
"3968","A546",1994
"3969","A546",1994
"3970","A546",1994
"3971","A546",1994
"3972","A546",1994
"3973","A546",1994
"3974","A546",1994
"3975","A546",1994
"3976","A546",1994
"3977","A546",1994
"3978","A546",1994
"3979","A546",1994
"3980","A546",1994
"3981","A546",1994
"3982","A546",1994
"3983","A546",1994
"3984","A546",1994
"3985","A546",1994
"3986","A546",1994
"3987","A554",1994
"3988","A554",1994
"3989","A554",1994
"3990","A588",1994
"3991","A588",1994
"3992","A588",1994
"3993","A588",1994
"3994","A588",1994
"3995","A588",1994
"3996","A588",1994
"3997","A588",1994
"3998","A588",1994
"3999","A588",1994
"4000","A588",1994
"4001","A588",1994
"4002","A588",1994
"4003","A588",1994
"4004","A588",1994
"4005","A588",1994
"4006","A588",1994
"4007","A588",1994
"4008","A588",1994
"4009","A588",1994
"4010","A588",1994
"4011","A588",1994
"4012","A588",1994
"4013","A588",1994
"4014","A588",1994
"4015","A588",1994
"4016","A588",1994
"4017","A588",1994
"4018","A588",1994
"4019","A588",1994
"4020","A588",1994
"4021","A588",1994
"4022","A588",1994
"4023","A588",1994
"4024","A588",1994
"4025","A588",1994
"4026","A588",1994
"4027","A588",1994
"4028","A588",1994
"4029","A588",1994
"4030","A588",1994
"4031","A588",1994
"4032","A588",1994
"4033","A588",1994
"4034","A588",1994
"4035","A588",1994
"4036","A588",1994
"4037","A588",1994
"4038","A588",1994
"4039","A588",1994
"4040","A588",1994
"4041","A588",1994
"4042","A588",1994
"4043","A624",1994
"4044","A624",1994
"4045","A624",1994
"4046","A624",1994
"4047","A624",1994
"4048","A624",1994
"4049","A624",1994
"4050","A624",1994
"4051","A624",1994
"4052","A624",1994
"4053","A624",1994
"4054","A624",1994
"4055","A624",1994
"4056","A624",1994
"4057","A624",1994
"4058","A624",1994
"4059","A624",1994
"4060","A624",1994
"4061","A624",1994
"4062","A624",1994
"4063","A624",1994
"4064","A624",1994
"4065","A624",1994
"4066","A624",1994
"4067","A624",1994
"4068","A624",1994
"4069","A624",1994
"4070","A624",1994
"4071","A624",1994
"4072","A624",1994
"4073","A624",1994
"4074","A624",1994
"4075","A624",1994
"4076","A624",1994
"4077","A624",1994
"4078","A624",1994
"4079","A624",1994
"4080","A624",1994
"4081","A624",1994
"4082","A624",1994
"4083","A624",1994
"4084","A624",1994
"4085","A624",1994
"4086","A624",1994
"4087","A624",1994
"4088","A624",1994
"4089","A624",1994
"4090","A624",1994
"4091","A624",1994
"4092","A624",1994
"4093","A624",1994
"4094","A624",1994
"4095","A624",1994
"4096","A624",1994
"4097","A624",1994
"4098","A624",1994
"4099","A624",1994
"4100","A624",1994
"4101","A624",1994
"4102","A624",1994
"4103","A624",1994
"4104","A624",1994
"4105","A624",1994
"4106","A624",1994
"4107","A624",1994
"4108","A624",1994
"4109","A624",1994
"4110","A624",1994
"4111","A624",1994
"4112","A624",1994
"4113","A624",1994
"4114","A624",1994
"4115","A624",1994
"4116","A624",1994
"4117","A624",1994
"4118","A624",1994
"4119","A624",1994
"4120","A624",1994
"4121","A624",1994
"4122","A624",1994
"4123","A624",1994
"4124","A624",1994
"4125","A624",1994
"4126","A624",1994
"4127","A624",1994
"4128","A624",1994
"4129","A624",1994
"4130","A624",1994
"4131","A624",1994
"4132","A624",1994
"4133","A624",1994
"4134","A624",1994
"4135","A624",1994
"4136","A624",1994
"4137","A624",1994
"4138","A624",1994
"4139","A624",1994
"4140","A624",1994
"4141","A624",1994
"4142","A624",1994
"4143","A624",1994
"4144","A624",1994
"4145","A624",1994
"4146","A624",1994
"4147","A624",1994
"4148","A624",1994
"4149","A624",1994
"4150","A624",1994
"4151","A624",1994
"4152","A624",1994
"4153","A624",1994
"4154","A624",1994
"4155","A624",1994
"4156","A624",1994
"4157","A624",1994
"4158","A624",1994
"4159","A624",1994
"4160","A624",1994
"4161","A624",1994
"4162","A624",1994
"4163","A624",1994
"4164","A624",1994
"4165","A624",1994
"4166","A624",1994
"4167","A624",1994
"4168","A624",1994
"4169","A624",1994
"4170","A624",1994
"4171","A624",1994
"4172","A624",1994
"4173","A624",1994
"4174","A624",1994
"4175","A624",1994
"4176","A624",1994
"4177","A624",1994
"4178","A624",1994
"4179","A624",1994
"4180","A624",1994
"4181","A624",1994
"4182","A624",1994
"4183","A624",1994
"4184","A624",1994
"4185","A624",1994
"4186","A624",1994
"4187","A624",1994
"4188","A624",1994
"4189","A624",1994
"4190","A624",1994
"4191","A624",1994
"4192","A624",1994
"4193","A624",1994
"4194","A624",1994
"4195","A624",1994
"4196","A624",1994
"4197","A624",1994
"4198","A624",1994
"4199","A624",1994
"4200","A624",1994
"4201","A624",1994
"4202","A624",1994
"4203","A624",1994
"4204","A624",1994
"4205","A624",1994
"4206","A624",1994
"4207","A624",1994
"4208","A624",1994
