Cod Municipio;REGIAO;COD UF;UF;NOME MUNIC;POP EST;CLASSE POP
1100015;1 - Norte;11;Rondônia;Alta Floresta D'Oeste;23167;4 - 20001 até 50000
1100023;1 - Norte;11;Rondônia;Ariquemes;106168;6 - 100001 até 500000
1100031;1 - Norte;11;Rondônia;Cabixi;5438;2 - 5001 até 10000
1100049;1 - Norte;11;Rondônia;Cacoal;84813;5 - 50001 até 100000
1100056;1 - Norte;11;Rondônia;Cerejeiras;16444;3 - 10001 até 20000
1100064;1 - Norte;11;Rondônia;Colorado do Oeste;16227;3 - 10001 até 20000
1100072;1 - Norte;11;Rondônia;Corumbiara;7567;2 - 5001 até 10000
1100080;1 - Norte;11;Rondônia;Costa Marques;17855;3 - 10001 até 20000
1100098;1 - Norte;11;Rondônia;Espigão D'Oeste;32047;4 - 20001 até 50000
1100106;1 - Norte;11;Rondônia;Guajará-Mirim;45783;4 - 20001 até 50000
1100114;1 - Norte;11;Rondônia;Jaru;51933;5 - 50001 até 100000
1100122;1 - Norte;11;Rondônia;Ji-Paraná;127907;6 - 100001 até 500000
1100130;1 - Norte;11;Rondônia;Machadinho D'Oeste;39097;4 - 20001 até 50000
1100148;1 - Norte;11;Rondônia;Nova Brasilândia D'Oeste;20459;4 - 20001 até 50000
1100155;1 - Norte;11;Rondônia;Ouro Preto do Oeste;36340;4 - 20001 até 50000
1100189;1 - Norte;11;Rondônia;Pimenta Bueno;36434;4 - 20001 até 50000
1100205;1 - Norte;11;Rondônia;Porto Velho;519531;7 - Maior que 500000
1100254;1 - Norte;11;Rondônia;Presidente Médici;19409;3 - 10001 até 20000
1100262;1 - Norte;11;Rondônia;Rio Crespo;3723;1 - Até 5000
1100288;1 - Norte;11;Rondônia;Rolim de Moura;54702;5 - 50001 até 100000
1100296;1 - Norte;11;Rondônia;Santa Luzia D'Oeste;6781;2 - 5001 até 10000
1100304;1 - Norte;11;Rondônia;Vilhena;97448;5 - 50001 até 100000
1100320;1 - Norte;11;Rondônia;São Miguel do Guaporé;22931;4 - 20001 até 50000
1100338;1 - Norte;11;Rondônia;Nova Mamoré;29757;4 - 20001 até 50000
1100346;1 - Norte;11;Rondônia;Alvorada D'Oeste;14722;3 - 10001 até 20000
1100379;1 - Norte;11;Rondônia;Alto Alegre dos Parecis;13227;3 - 10001 até 20000
1100403;1 - Norte;11;Rondônia;Alto Paraíso;20999;4 - 20001 até 50000
1100452;1 - Norte;11;Rondônia;Buritis;38937;4 - 20001 até 50000
1100502;1 - Norte;11;Rondônia;Novo Horizonte do Oeste;8751;2 - 5001 até 10000
1100601;1 - Norte;11;Rondônia;Cacaulândia;6190;2 - 5001 até 10000
1100700;1 - Norte;11;Rondônia;Campo Novo de Rondônia;14009;3 - 10001 até 20000
1100809;1 - Norte;11;Rondônia;Candeias do Jamari;25983;4 - 20001 até 50000
1100908;1 - Norte;11;Rondônia;Castanheiras;3119;1 - Até 5000
1100924;1 - Norte;11;Rondônia;Chupinguaia;10886;3 - 10001 até 20000
1100940;1 - Norte;11;Rondônia;Cujubim;24226;4 - 20001 até 50000
1101005;1 - Norte;11;Rondônia;Governador Jorge Teixeira;8095;2 - 5001 até 10000
1101104;1 - Norte;11;Rondônia;Itapuã do Oeste;10272;3 - 10001 até 20000
1101203;1 - Norte;11;Rondônia;Ministro Andreazza;9762;2 - 5001 até 10000
1101302;1 - Norte;11;Rondônia;Mirante da Serra;11080;3 - 10001 até 20000
1101401;1 - Norte;11;Rondônia;Monte Negro;15695;3 - 10001 até 20000
1101435;1 - Norte;11;Rondônia;Nova União;7047;2 - 5001 até 10000
1101450;1 - Norte;11;Rondônia;Parecis;5947;2 - 5001 até 10000
1101468;1 - Norte;11;Rondônia;Pimenteiras do Oeste;2191;1 - Até 5000
1101476;1 - Norte;11;Rondônia;Primavera de Rondônia;2939;1 - Até 5000
1101484;1 - Norte;11;Rondônia;São Felipe D'Oeste;5280;2 - 5001 até 10000
1101492;1 - Norte;11;Rondônia;São Francisco do Guaporé;19842;3 - 10001 até 20000
1101500;1 - Norte;11;Rondônia;Seringueiras;11860;3 - 10001 até 20000
1101559;1 - Norte;11;Rondônia;Teixeirópolis;4384;1 - Até 5000
1101609;1 - Norte;11;Rondônia;Theobroma;10494;3 - 10001 até 20000
1101708;1 - Norte;11;Rondônia;Urupá;11665;3 - 10001 até 20000
1101757;1 - Norte;11;Rondônia;Vale do Anari;11028;3 - 10001 até 20000
1101807;1 - Norte;11;Rondônia;Vale do Paraíso;6998;2 - 5001 até 10000
1200013;1 - Norte;12;Acre;Acrelândia;15020;3 - 10001 até 20000
1200054;1 - Norte;12;Acre;Assis Brasil;7300;2 - 5001 até 10000
1200104;1 - Norte;12;Acre;Brasiléia;25848;4 - 20001 até 50000
1200138;1 - Norte;12;Acre;Bujari;10111;3 - 10001 até 20000
1200179;1 - Norte;12;Acre;Capixaba;11456;3 - 10001 até 20000
1200203;1 - Norte;12;Acre;Cruzeiro do Sul;87673;5 - 50001 até 100000
1200252;1 - Norte;12;Acre;Epitaciolândia;18122;3 - 10001 até 20000
1200302;1 - Norte;12;Acre;Feijó;34675;4 - 20001 até 50000
1200328;1 - Norte;12;Acre;Jordão;8159;2 - 5001 até 10000
1200336;1 - Norte;12;Acre;Mâncio Lima;18638;3 - 10001 até 20000
1200344;1 - Norte;12;Acre;Manoel Urbano;9336;2 - 5001 até 10000
1200351;1 - Norte;12;Acre;Marechal Thaumaturgo;18430;3 - 10001 até 20000
1200385;1 - Norte;12;Acre;Plácido de Castro;19565;3 - 10001 até 20000
1200393;1 - Norte;12;Acre;Porto Walter;11720;3 - 10001 até 20000
1200401;1 - Norte;12;Acre;Rio Branco;401155;6 - 100001 até 500000
1200427;1 - Norte;12;Acre;Rodrigues Alves;18504;3 - 10001 até 20000
1200435;1 - Norte;12;Acre;Santa Rosa do Purus;6362;2 - 5001 até 10000
1200450;1 - Norte;12;Acre;Senador Guiomard;22810;4 - 20001 até 50000
1200500;1 - Norte;12;Acre;Sena Madureira;45177;4 - 20001 até 50000
1200609;1 - Norte;12;Acre;Tarauacá;41976;4 - 20001 até 50000
1200708;1 - Norte;12;Acre;Xapuri;19048;3 - 10001 até 20000
1200807;1 - Norte;12;Acre;Porto Acre;18180;3 - 10001 até 20000
1300029;1 - Norte;13;Amazonas;Alvarães;15860;3 - 10001 até 20000
1300060;1 - Norte;13;Amazonas;Amaturá;11332;3 - 10001 até 20000
1300086;1 - Norte;13;Amazonas;Anamã;13269;3 - 10001 até 20000
1300102;1 - Norte;13;Amazonas;Anori;20538;4 - 20001 até 50000
1300144;1 - Norte;13;Amazonas;Apuí;21583;4 - 20001 até 50000
1300201;1 - Norte;13;Amazonas;Atalaia do Norte;19438;3 - 10001 até 20000
1300300;1 - Norte;13;Amazonas;Autazes;38830;4 - 20001 até 50000
1300409;1 - Norte;13;Amazonas;Barcelos;27364;4 - 20001 até 50000
1300508;1 - Norte;13;Amazonas;Barreirinha;31593;4 - 20001 até 50000
1300607;1 - Norte;13;Amazonas;Benjamin Constant;42020;4 - 20001 até 50000
1300631;1 - Norte;13;Amazonas;Beruri;19258;3 - 10001 até 20000
1300680;1 - Norte;13;Amazonas;Boa Vista do Ramos;18781;3 - 10001 até 20000
1300706;1 - Norte;13;Amazonas;Boca do Acre;33976;4 - 20001 até 50000
1300805;1 - Norte;13;Amazonas;Borba;40565;4 - 20001 até 50000
1300839;1 - Norte;13;Amazonas;Caapiranga;12877;3 - 10001 até 20000
1300904;1 - Norte;13;Amazonas;Canutama;15450;3 - 10001 até 20000
1301001;1 - Norte;13;Amazonas;Carauari;28076;4 - 20001 até 50000
1301100;1 - Norte;13;Amazonas;Careiro;37384;4 - 20001 até 50000
1301159;1 - Norte;13;Amazonas;Careiro da Várzea;29595;4 - 20001 até 50000
1301209;1 - Norte;13;Amazonas;Coari;84272;5 - 50001 até 100000
1301308;1 - Norte;13;Amazonas;Codajás;28100;4 - 20001 até 50000
1301407;1 - Norte;13;Amazonas;Eirunepé;34840;4 - 20001 até 50000
1301506;1 - Norte;13;Amazonas;Envira;19668;3 - 10001 até 20000
1301605;1 - Norte;13;Amazonas;Fonte Boa;18221;3 - 10001 até 20000
1301654;1 - Norte;13;Amazonas;Guajará;16416;3 - 10001 até 20000
1301704;1 - Norte;13;Amazonas;Humaitá;54001;5 - 50001 até 100000
1301803;1 - Norte;13;Amazonas;Ipixuna;28933;4 - 20001 até 50000
1301852;1 - Norte;13;Amazonas;Iranduba;47571;4 - 20001 até 50000
1301902;1 - Norte;13;Amazonas;Itacoatiara;99955;5 - 50001 até 100000
1301951;1 - Norte;13;Amazonas;Itamarati;7888;2 - 5001 até 10000
1302009;1 - Norte;13;Amazonas;Itapiranga;9064;2 - 5001 até 10000
1302108;1 - Norte;13;Amazonas;Japurá;3265;1 - Até 5000
1302207;1 - Norte;13;Amazonas;Juruá;14312;3 - 10001 até 20000
1302306;1 - Norte;13;Amazonas;Jutaí;14753;3 - 10001 até 20000
1302405;1 - Norte;13;Amazonas;Lábrea;45245;4 - 20001 até 50000
1302504;1 - Norte;13;Amazonas;Manacapuru;96236;5 - 50001 até 100000
1302553;1 - Norte;13;Amazonas;Manaquiri;31147;4 - 20001 até 50000
1302603;1 - Norte;13;Amazonas;Manaus;2145444;7 - Maior que 500000
1302702;1 - Norte;13;Amazonas;Manicoré;54907;5 - 50001 até 100000
1302801;1 - Norte;13;Amazonas;Maraã;18186;3 - 10001 até 20000
1302900;1 - Norte;13;Amazonas;Maués;62755;5 - 50001 até 100000
1303007;1 - Norte;13;Amazonas;Nhamundá;20899;4 - 20001 até 50000
1303106;1 - Norte;13;Amazonas;Nova Olinda do Norte;36721;4 - 20001 até 50000
1303205;1 - Norte;13;Amazonas;Novo Airão;18974;3 - 10001 até 20000
1303304;1 - Norte;13;Amazonas;Novo Aripuanã;25237;4 - 20001 até 50000
1303403;1 - Norte;13;Amazonas;Parintins;113168;6 - 100001 até 500000
1303502;1 - Norte;13;Amazonas;Pauini;19329;3 - 10001 até 20000
1303536;1 - Norte;13;Amazonas;Presidente Figueiredo;35352;4 - 20001 até 50000
1303569;1 - Norte;13;Amazonas;Rio Preto da Eva;32577;4 - 20001 até 50000
1303601;1 - Norte;13;Amazonas;Santa Isabel do Rio Negro;24436;4 - 20001 até 50000
1303700;1 - Norte;13;Amazonas;Santo Antônio do Içá;21966;4 - 20001 até 50000
1303809;1 - Norte;13;Amazonas;São Gabriel da Cachoeira;44816;4 - 20001 até 50000
1303908;1 - Norte;13;Amazonas;São Paulo de Olivença;38515;4 - 20001 até 50000
1303957;1 - Norte;13;Amazonas;São Sebastião do Uatumã;13685;3 - 10001 até 20000
1304005;1 - Norte;13;Amazonas;Silves;9110;2 - 5001 até 10000
1304062;1 - Norte;13;Amazonas;Tabatinga;64488;5 - 50001 até 100000
1304104;1 - Norte;13;Amazonas;Tapauá;17299;3 - 10001 até 20000
1304203;1 - Norte;13;Amazonas;Tefé;60154;5 - 50001 até 100000
1304237;1 - Norte;13;Amazonas;Tonantins;18610;3 - 10001 até 20000
1304260;1 - Norte;13;Amazonas;Uarini;13387;3 - 10001 até 20000
1304302;1 - Norte;13;Amazonas;Urucará;16383;3 - 10001 até 20000
1304401;1 - Norte;13;Amazonas;Urucurituba;22537;4 - 20001 até 50000
1400027;1 - Norte;14;Roraima;Amajari;12394;3 - 10001 até 20000
1400050;1 - Norte;14;Roraima;Alto Alegre;15638;3 - 10001 até 20000
1400100;1 - Norte;14;Roraima;Boa Vista;375374;6 - 100001 até 500000
1400159;1 - Norte;14;Roraima;Bonfim;12257;3 - 10001 até 20000
1400175;1 - Norte;14;Roraima;Cantá;17868;3 - 10001 até 20000
1400209;1 - Norte;14;Roraima;Caracaraí;21564;4 - 20001 até 50000
1400233;1 - Norte;14;Roraima;Caroebe;9950;2 - 5001 até 10000
1400282;1 - Norte;14;Roraima;Iracema;11600;3 - 10001 até 20000
1400308;1 - Norte;14;Roraima;Mucajaí;17528;3 - 10001 até 20000
1400407;1 - Norte;14;Roraima;Normandia;11045;3 - 10001 até 20000
1400456;1 - Norte;14;Roraima;Pacaraima;15580;3 - 10001 até 20000
1400472;1 - Norte;14;Roraima;Rorainópolis;29533;4 - 20001 até 50000
1400506;1 - Norte;14;Roraima;São João da Baliza;8052;2 - 5001 até 10000
1400605;1 - Norte;14;Roraima;São Luiz;7860;2 - 5001 até 10000
1400704;1 - Norte;14;Roraima;Uiramutã;10325;3 - 10001 até 20000
1500107;1 - Norte;15;Pará;Abaetetuba;156292;6 - 100001 até 500000
1500131;1 - Norte;15;Pará;Abel Figueiredo;7382;2 - 5001 até 10000
1500206;1 - Norte;15;Pará;Acará;55513;5 - 50001 até 100000
1500305;1 - Norte;15;Pará;Afuá;38863;4 - 20001 até 50000
1500347;1 - Norte;15;Pará;Água Azul do Norte;27241;4 - 20001 até 50000
1500404;1 - Norte;15;Pará;Alenquer;56480;5 - 50001 até 100000
1500503;1 - Norte;15;Pará;Almeirim;34142;4 - 20001 até 50000
1500602;1 - Norte;15;Pará;Altamira;113195;6 - 100001 até 500000
1500701;1 - Norte;15;Pará;Anajás;28859;4 - 20001 até 50000
1500800;1 - Norte;15;Pará;Ananindeua;525566;7 - Maior que 500000
1500859;1 - Norte;15;Pará;Anapu;27161;4 - 20001 até 50000
1500909;1 - Norte;15;Pará;Augusto Corrêa;45516;4 - 20001 até 50000
1500958;1 - Norte;15;Pará;Aurora do Pará;30896;4 - 20001 até 50000
1501006;1 - Norte;15;Pará;Aveiro;16371;3 - 10001 até 20000
1501105;1 - Norte;15;Pará;Bagre;30009;4 - 20001 até 50000
1501204;1 - Norte;15;Pará;Baião;46416;4 - 20001 até 50000
1501253;1 - Norte;15;Pará;Bannach;3310;1 - Até 5000
1501303;1 - Norte;15;Pará;Barcarena;122294;6 - 100001 até 500000
1501402;1 - Norte;15;Pará;Belém;1485732;7 - Maior que 500000
1501451;1 - Norte;15;Pará;Belterra;17624;3 - 10001 até 20000
1501501;1 - Norte;15;Pará;Benevides;61689;5 - 50001 até 100000
1501576;1 - Norte;15;Pará;Bom Jesus do Tocantins;16841;3 - 10001 até 20000
1501600;1 - Norte;15;Pará;Bonito;16038;3 - 10001 até 20000
1501709;1 - Norte;15;Pará;Bragança;126436;6 - 100001 até 500000
1501725;1 - Norte;15;Pará;Brasil Novo;15190;3 - 10001 até 20000
1501758;1 - Norte;15;Pará;Brejo Grande do Araguaia;7392;2 - 5001 até 10000
1501782;1 - Norte;15;Pará;Breu Branco;64738;5 - 50001 até 100000
1501808;1 - Norte;15;Pará;Breves;101891;6 - 100001 até 500000
1501907;1 - Norte;15;Pará;Bujaru;28832;4 - 20001 até 50000
1501956;1 - Norte;15;Pará;Cachoeira do Piriá;33178;4 - 20001 até 50000
1502004;1 - Norte;15;Pará;Cachoeira do Arari;23466;4 - 20001 até 50000
1502103;1 - Norte;15;Pará;Cametá;136390;6 - 100001 até 500000
1502152;1 - Norte;15;Pará;Canaã dos Carajás;36050;4 - 20001 até 50000
1502202;1 - Norte;15;Pará;Capanema;68616;5 - 50001 até 100000
1502301;1 - Norte;15;Pará;Capitão Poço;54179;5 - 50001 até 100000
1502400;1 - Norte;15;Pará;Castanhal;198294;6 - 100001 até 500000
1502509;1 - Norte;15;Pará;Chaves;23482;4 - 20001 até 50000
1502608;1 - Norte;15;Pará;Colares;12040;3 - 10001 até 20000
1502707;1 - Norte;15;Pará;Conceição do Araguaia;47734;4 - 20001 até 50000
1502756;1 - Norte;15;Pará;Concórdia do Pará;32847;4 - 20001 até 50000
1502764;1 - Norte;15;Pará;Cumaru do Norte;13179;3 - 10001 até 20000
1502772;1 - Norte;15;Pará;Curionópolis;18014;3 - 10001 até 20000
1502806;1 - Norte;15;Pará;Curralinho;33893;4 - 20001 até 50000
1502855;1 - Norte;15;Pará;Curuá;14197;3 - 10001 até 20000
1502905;1 - Norte;15;Pará;Curuçá;39540;4 - 20001 até 50000
1502939;1 - Norte;15;Pará;Dom Eliseu;58956;5 - 50001 até 100000
1502954;1 - Norte;15;Pará;Eldorado do Carajás;33674;4 - 20001 até 50000
1503002;1 - Norte;15;Pará;Faro;7319;2 - 5001 até 10000
1503044;1 - Norte;15;Pará;Floresta do Araguaia;20080;4 - 20001 até 50000
1503077;1 - Norte;15;Pará;Garrafão do Norte;26020;4 - 20001 até 50000
1503093;1 - Norte;15;Pará;Goianésia do Pará;39857;4 - 20001 até 50000
1503101;1 - Norte;15;Pará;Gurupá;32991;4 - 20001 até 50000
1503200;1 - Norte;15;Pará;Igarapé-Açu;38588;4 - 20001 até 50000
1503309;1 - Norte;15;Pará;Igarapé-Miri;62355;5 - 50001 até 100000
1503408;1 - Norte;15;Pará;Inhangapi;11559;3 - 10001 até 20000
1503457;1 - Norte;15;Pará;Ipixuna do Pará;62455;5 - 50001 até 100000
1503507;1 - Norte;15;Pará;Irituia;32504;4 - 20001 até 50000
1503606;1 - Norte;15;Pará;Itaituba;101097;6 - 100001 até 500000
1503705;1 - Norte;15;Pará;Itupiranga;53182;5 - 50001 até 100000
1503754;1 - Norte;15;Pará;Jacareacanga;8899;2 - 5001 até 10000
1503804;1 - Norte;15;Pará;Jacundá;58457;5 - 50001 até 100000
1503903;1 - Norte;15;Pará;Juruti;56908;5 - 50001 até 100000
1504000;1 - Norte;15;Pará;Limoeiro do Ajuru;28583;4 - 20001 até 50000
1504059;1 - Norte;15;Pará;Mãe do Rio;29917;4 - 20001 até 50000
1504109;1 - Norte;15;Pará;Magalhães Barata;8523;2 - 5001 até 10000
1504208;1 - Norte;15;Pará;Marabá;275086;6 - 100001 até 500000
1504307;1 - Norte;15;Pará;Maracanã;29429;4 - 20001 até 50000
1504406;1 - Norte;15;Pará;Marapanim;28220;4 - 20001 até 50000
1504422;1 - Norte;15;Pará;Marituba;129321;6 - 100001 até 500000
1504455;1 - Norte;15;Pará;Medicilândia;31213;4 - 20001 até 50000
1504505;1 - Norte;15;Pará;Melgaço;27415;4 - 20001 até 50000
1504604;1 - Norte;15;Pará;Mocajuba;30736;4 - 20001 até 50000
1504703;1 - Norte;15;Pará;Moju;80988;5 - 50001 até 100000
1504752;1 - Norte;15;Pará;Mojuí dos Campos;15982;3 - 10001 até 20000
1504802;1 - Norte;15;Pará;Monte Alegre;57900;5 - 50001 até 100000
1504901;1 - Norte;15;Pará;Muaná;39783;4 - 20001 até 50000
1504950;1 - Norte;15;Pará;Nova Esperança do Piriá;21291;4 - 20001 até 50000
1504976;1 - Norte;15;Pará;Nova Ipixuna;16499;3 - 10001 até 20000
1505007;1 - Norte;15;Pará;Nova Timboteua;15218;3 - 10001 até 20000
1505031;1 - Norte;15;Pará;Novo Progresso;25758;4 - 20001 até 50000
1505064;1 - Norte;15;Pará;Novo Repartimento;74602;5 - 50001 até 100000
1505106;1 - Norte;15;Pará;Óbidos;51964;5 - 50001 até 100000
1505205;1 - Norte;15;Pará;Oeiras do Pará;32168;4 - 20001 até 50000
1505304;1 - Norte;15;Pará;Oriximiná;72160;5 - 50001 até 100000
1505403;1 - Norte;15;Pará;Ourém;17721;3 - 10001 até 20000
1505437;1 - Norte;15;Pará;Ourilândia do Norte;32319;4 - 20001 até 50000
1505486;1 - Norte;15;Pará;Pacajá;46986;4 - 20001 até 50000
1505494;1 - Norte;15;Pará;Palestina do Pará;7596;2 - 5001 até 10000
1505502;1 - Norte;15;Pará;Paragominas;111764;6 - 100001 até 500000
1505536;1 - Norte;15;Pará;Parauapebas;202882;6 - 100001 até 500000
1505551;1 - Norte;15;Pará;Pau D'Arco;5557;2 - 5001 até 10000
1505601;1 - Norte;15;Pará;Peixe-Boi;8073;2 - 5001 até 10000
1505635;1 - Norte;15;Pará;Piçarra;12983;3 - 10001 até 20000
1505650;1 - Norte;15;Pará;Placas;30293;4 - 20001 até 50000
1505700;1 - Norte;15;Pará;Ponta de Pedras;30608;4 - 20001 até 50000
1505809;1 - Norte;15;Pará;Portel;61126;5 - 50001 até 100000
1505908;1 - Norte;15;Pará;Porto de Moz;40458;4 - 20001 até 50000
1506005;1 - Norte;15;Pará;Prainha;29886;4 - 20001 até 50000
1506104;1 - Norte;15;Pará;Primavera;10792;3 - 10001 até 20000
1506112;1 - Norte;15;Pará;Quatipuru;13512;3 - 10001 até 20000
1506138;1 - Norte;15;Pará;Redenção;83997;5 - 50001 até 100000
1506161;1 - Norte;15;Pará;Rio Maria;18186;3 - 10001 até 20000
1506187;1 - Norte;15;Pará;Rondon do Pará;51903;5 - 50001 até 100000
1506195;1 - Norte;15;Pará;Rurópolis;49503;4 - 20001 até 50000
1506203;1 - Norte;15;Pará;Salinópolis;40424;4 - 20001 até 50000
1506302;1 - Norte;15;Pará;Salvaterra;23424;4 - 20001 até 50000
1506351;1 - Norte;15;Pará;Santa Bárbara do Pará;20704;4 - 20001 até 50000
1506401;1 - Norte;15;Pará;Santa Cruz do Arari;9939;2 - 5001 até 10000
1506500;1 - Norte;15;Pará;Santa Izabel do Pará;69746;5 - 50001 até 100000
1506559;1 - Norte;15;Pará;Santa Luzia do Pará;19852;3 - 10001 até 20000
1506583;1 - Norte;15;Pará;Santa Maria das Barreiras;21042;4 - 20001 até 50000
1506609;1 - Norte;15;Pará;Santa Maria do Pará;24725;4 - 20001 até 50000
1506708;1 - Norte;15;Pará;Santana do Araguaia;71187;5 - 50001 até 100000
1506807;1 - Norte;15;Pará;Santarém;302667;6 - 100001 até 500000
1506906;1 - Norte;15;Pará;Santarém Novo;6664;2 - 5001 até 10000
1507003;1 - Norte;15;Pará;Santo Antônio do Tauá;31038;4 - 20001 até 50000
1507102;1 - Norte;15;Pará;São Caetano de Odivelas;17970;3 - 10001 até 20000
1507151;1 - Norte;15;Pará;São Domingos do Araguaia;25358;4 - 20001 até 50000
1507201;1 - Norte;15;Pará;São Domingos do Capim;31837;4 - 20001 até 50000
1507300;1 - Norte;15;Pará;São Félix do Xingu;124763;6 - 100001 até 500000
1507409;1 - Norte;15;Pará;São Francisco do Pará;15833;3 - 10001 até 20000
1507458;1 - Norte;15;Pará;São Geraldo do Araguaia;24991;4 - 20001 até 50000
1507466;1 - Norte;15;Pará;São João da Ponta;6059;2 - 5001 até 10000
1507474;1 - Norte;15;Pará;São João de Pirabas;22842;4 - 20001 até 50000
1507508;1 - Norte;15;Pará;São João do Araguaia;13940;3 - 10001 até 20000
1507607;1 - Norte;15;Pará;São Miguel do Guamá;58328;5 - 50001 até 100000
1507706;1 - Norte;15;Pará;São Sebastião da Boa Vista;26301;4 - 20001 até 50000
1507755;1 - Norte;15;Pará;Sapucaia;5849;2 - 5001 até 10000
1507805;1 - Norte;15;Pará;Senador José Porfírio;11839;3 - 10001 até 20000
1507904;1 - Norte;15;Pará;Soure;25181;4 - 20001 até 50000
1507953;1 - Norte;15;Pará;Tailândia;103664;6 - 100001 até 500000
1507961;1 - Norte;15;Pará;Terra Alta;11591;3 - 10001 até 20000
1507979;1 - Norte;15;Pará;Terra Santa;18619;3 - 10001 até 20000
1508001;1 - Norte;15;Pará;Tomé-Açu;62854;5 - 50001 até 100000
1508035;1 - Norte;15;Pará;Tracuateua;30656;4 - 20001 até 50000
1508050;1 - Norte;15;Pará;Trairão;18807;3 - 10001 até 20000
1508084;1 - Norte;15;Pará;Tucumã;39059;4 - 20001 até 50000
1508100;1 - Norte;15;Pará;Tucuruí;112148;6 - 100001 até 500000
1508126;1 - Norte;15;Pará;Ulianópolis;57632;5 - 50001 até 100000
1508159;1 - Norte;15;Pará;Uruará;45517;4 - 20001 até 50000
1508209;1 - Norte;15;Pará;Vigia;53191;5 - 50001 até 100000
1508308;1 - Norte;15;Pará;Viseu;61049;5 - 50001 até 100000
1508357;1 - Norte;15;Pará;Vitória do Xingu;14987;3 - 10001 até 20000
1508407;1 - Norte;15;Pará;Xinguara;44410;4 - 20001 até 50000
1600055;1 - Norte;16;Amapá;Serra do Navio;5306;2 - 5001 até 10000
1600105;1 - Norte;16;Amapá;Amapá;9029;2 - 5001 até 10000
1600154;1 - Norte;16;Amapá;Pedra Branca do Amapari;15931;3 - 10001 até 20000
1600204;1 - Norte;16;Amapá;Calçoene;10926;3 - 10001 até 20000
1600212;1 - Norte;16;Amapá;Cutias;5864;2 - 5001 até 10000
1600238;1 - Norte;16;Amapá;Ferreira Gomes;7591;2 - 5001 até 10000
1600253;1 - Norte;16;Amapá;Itaubal;5387;2 - 5001 até 10000
1600279;1 - Norte;16;Amapá;Laranjal do Jari;49446;4 - 20001 até 50000
1600303;1 - Norte;16;Amapá;Macapá;493634;6 - 100001 até 500000
1600402;1 - Norte;16;Amapá;Mazagão;21206;4 - 20001 até 50000
1600501;1 - Norte;16;Amapá;Oiapoque;26627;4 - 20001 até 50000
1600535;1 - Norte;16;Amapá;Porto Grande;21484;4 - 20001 até 50000
1600550;1 - Norte;16;Amapá;Pracuúba;4993;1 - Até 5000
1600600;1 - Norte;16;Amapá;Santana;119610;6 - 100001 até 500000
1600709;1 - Norte;16;Amapá;Tartarugalzinho;16855;3 - 10001 até 20000
1600808;1 - Norte;16;Amapá;Vitória do Jari;15605;3 - 10001 até 20000
1700251;1 - Norte;17;Tocantins;Abreulândia;2564;1 - Até 5000
1700301;1 - Norte;17;Tocantins;Aguiarnópolis;6572;2 - 5001 até 10000
1700350;1 - Norte;17;Tocantins;Aliança do Tocantins;5434;2 - 5001 até 10000
1700400;1 - Norte;17;Tocantins;Almas;7131;2 - 5001 até 10000
1700707;1 - Norte;17;Tocantins;Alvorada;8427;2 - 5001 até 10000
1701002;1 - Norte;17;Tocantins;Ananás;9607;2 - 5001 até 10000
1701051;1 - Norte;17;Tocantins;Angico;3417;1 - Até 5000
1701101;1 - Norte;17;Tocantins;Aparecida do Rio Negro;4741;1 - Até 5000
1701309;1 - Norte;17;Tocantins;Aragominas;5786;2 - 5001 até 10000
1701903;1 - Norte;17;Tocantins;Araguacema;7016;2 - 5001 até 10000
1702000;1 - Norte;17;Tocantins;Araguaçu;8567;2 - 5001 até 10000
1702109;1 - Norte;17;Tocantins;Araguaína;177517;6 - 100001 até 500000
1702158;1 - Norte;17;Tocantins;Araguanã;5663;2 - 5001 até 10000
1702208;1 - Norte;17;Tocantins;Araguatins;35346;4 - 20001 até 50000
1702307;1 - Norte;17;Tocantins;Arapoema;6670;2 - 5001 até 10000
1702406;1 - Norte;17;Tocantins;Arraias;10601;3 - 10001 até 20000
1702554;1 - Norte;17;Tocantins;Augustinópolis;18178;3 - 10001 até 20000
1702703;1 - Norte;17;Tocantins;Aurora do Tocantins;3731;1 - Até 5000
1702901;1 - Norte;17;Tocantins;Axixá do Tocantins;9725;2 - 5001 até 10000
1703008;1 - Norte;17;Tocantins;Babaçulândia;10662;3 - 10001 até 20000
1703057;1 - Norte;17;Tocantins;Bandeirantes do Tocantins;3512;1 - Até 5000
1703073;1 - Norte;17;Tocantins;Barra do Ouro;4549;1 - Até 5000
1703107;1 - Norte;17;Tocantins;Barrolândia;5614;2 - 5001 até 10000
1703206;1 - Norte;17;Tocantins;Bernardo Sayão;4469;1 - Até 5000
1703305;1 - Norte;17;Tocantins;Bom Jesus do Tocantins;4779;1 - Até 5000
1703602;1 - Norte;17;Tocantins;Brasilândia do Tocantins;2191;1 - Até 5000
1703701;1 - Norte;17;Tocantins;Brejinho de Nazaré;5475;2 - 5001 até 10000
1703800;1 - Norte;17;Tocantins;Buriti do Tocantins;11197;3 - 10001 até 20000
1703826;1 - Norte;17;Tocantins;Cachoeirinha;2266;1 - Até 5000
1703842;1 - Norte;17;Tocantins;Campos Lindos;9917;2 - 5001 até 10000
1703867;1 - Norte;17;Tocantins;Cariri do Tocantins;4321;1 - Até 5000
1703883;1 - Norte;17;Tocantins;Carmolândia;2556;1 - Até 5000
