Cod Municipio;REGIAO;COD UF;UF;NOME MUNIC;POP EST;CLASSE POP
3106507;3 - Sudeste;31;Minas Gerais;Berilo;11995;3 - 10001 até 20000
3106606;3 - Sudeste;31;Minas Gerais;Bertópolis;4602;1 - Até 5000
3106655;3 - Sudeste;31;Minas Gerais;Berizal;4705;1 - Até 5000
3106705;3 - Sudeste;31;Minas Gerais;Betim;432575;6 - 100001 até 500000
3106804;3 - Sudeste;31;Minas Gerais;Bias Fortes;3430;1 - Até 5000
3106903;3 - Sudeste;31;Minas Gerais;Bicas;14431;3 - 10001 até 20000
3107000;3 - Sudeste;31;Minas Gerais;Biquinhas;2532;1 - Até 5000
3107109;3 - Sudeste;31;Minas Gerais;Boa Esperança;40031;4 - 20001 até 50000
3107208;3 - Sudeste;31;Minas Gerais;Bocaina de Minas;5091;2 - 5001 até 10000
3107307;3 - Sudeste;31;Minas Gerais;Bocaiúva;49942;4 - 20001 até 50000
3107406;3 - Sudeste;31;Minas Gerais;Bom Despacho;50166;5 - 50001 até 100000
3107505;3 - Sudeste;31;Minas Gerais;Bom Jardim de Minas;6489;2 - 5001 até 10000
3107604;3 - Sudeste;31;Minas Gerais;Bom Jesus da Penha;4190;1 - Até 5000
3107703;3 - Sudeste;31;Minas Gerais;Bom Jesus do Amparo;6031;2 - 5001 até 10000
3107802;3 - Sudeste;31;Minas Gerais;Bom Jesus do Galho;15010;3 - 10001 até 20000
3107901;3 - Sudeste;31;Minas Gerais;Bom Repouso;10558;3 - 10001 até 20000
3108008;3 - Sudeste;31;Minas Gerais;Bom Sucesso;17598;3 - 10001 até 20000
3108107;3 - Sudeste;31;Minas Gerais;Bonfim;6876;2 - 5001 até 10000
3108206;3 - Sudeste;31;Minas Gerais;Bonfinópolis de Minas;5544;2 - 5001 até 10000
3108255;3 - Sudeste;31;Minas Gerais;Bonito de Minas;11088;3 - 10001 até 20000
3108305;3 - Sudeste;31;Minas Gerais;Borda da Mata;19202;3 - 10001 até 20000
3108404;3 - Sudeste;31;Minas Gerais;Botelhos;14995;3 - 10001 até 20000
3108503;3 - Sudeste;31;Minas Gerais;Botumirim;6350;2 - 5001 até 10000
3108552;3 - Sudeste;31;Minas Gerais;Brasilândia de Minas;16321;3 - 10001 até 20000
3108602;3 - Sudeste;31;Minas Gerais;Brasília de Minas;32288;4 - 20001 até 50000
3108701;3 - Sudeste;31;Minas Gerais;Brás Pires;4374;1 - Até 5000
3108800;3 - Sudeste;31;Minas Gerais;Braúnas;4835;1 - Até 5000
3108909;3 - Sudeste;31;Minas Gerais;Brazópolis;14508;3 - 10001 até 20000
3109006;3 - Sudeste;31;Minas Gerais;Brumadinho;39520;4 - 20001 até 50000
3109105;3 - Sudeste;31;Minas Gerais;Bueno Brandão;11010;3 - 10001 até 20000
3109204;3 - Sudeste;31;Minas Gerais;Buenópolis;10377;3 - 10001 até 20000
3109253;3 - Sudeste;31;Minas Gerais;Bugre;4074;1 - Até 5000
3109303;3 - Sudeste;31;Minas Gerais;Buritis;24663;4 - 20001 até 50000
3109402;3 - Sudeste;31;Minas Gerais;Buritizeiro;27988;4 - 20001 até 50000
3109451;3 - Sudeste;31;Minas Gerais;Cabeceira Grande;6909;2 - 5001 até 10000
3109501;3 - Sudeste;31;Minas Gerais;Cabo Verde;14075;3 - 10001 até 20000
3109600;3 - Sudeste;31;Minas Gerais;Cachoeira da Prata;3616;1 - Até 5000
3109709;3 - Sudeste;31;Minas Gerais;Cachoeira de Minas;11514;3 - 10001 até 20000
3109808;3 - Sudeste;31;Minas Gerais;Cachoeira Dourada;2677;1 - Até 5000
3109907;3 - Sudeste;31;Minas Gerais;Caetanópolis;11495;3 - 10001 até 20000
3110004;3 - Sudeste;31;Minas Gerais;Caeté;44377;4 - 20001 até 50000
3110103;3 - Sudeste;31;Minas Gerais;Caiana;5450;2 - 5001 até 10000
3110202;3 - Sudeste;31;Minas Gerais;Cajuri;4002;1 - Até 5000
3110301;3 - Sudeste;31;Minas Gerais;Caldas;14417;3 - 10001 até 20000
3110400;3 - Sudeste;31;Minas Gerais;Camacho;2934;1 - Até 5000
3110509;3 - Sudeste;31;Minas Gerais;Camanducaia;21738;4 - 20001 até 50000
3110608;3 - Sudeste;31;Minas Gerais;Cambuí;29278;4 - 20001 até 50000
3110707;3 - Sudeste;31;Minas Gerais;Cambuquira;12816;3 - 10001 até 20000
3110806;3 - Sudeste;31;Minas Gerais;Campanário;3711;1 - Até 5000
3110905;3 - Sudeste;31;Minas Gerais;Campanha;16565;3 - 10001 até 20000
3111002;3 - Sudeste;31;Minas Gerais;Campestre;21056;4 - 20001 até 50000
3111101;3 - Sudeste;31;Minas Gerais;Campina Verde;19738;3 - 10001 até 20000
3111150;3 - Sudeste;31;Minas Gerais;Campo Azul;3810;1 - Até 5000
3111200;3 - Sudeste;31;Minas Gerais;Campo Belo;53866;5 - 50001 até 100000
3111309;3 - Sudeste;31;Minas Gerais;Campo do Meio;11658;3 - 10001 até 20000
3111408;3 - Sudeste;31;Minas Gerais;Campo Florido;8029;2 - 5001 até 10000
3111507;3 - Sudeste;31;Minas Gerais;Campos Altos;15356;3 - 10001 até 20000
3111606;3 - Sudeste;31;Minas Gerais;Campos Gerais;28703;4 - 20001 até 50000
3111705;3 - Sudeste;31;Minas Gerais;Canaã;4579;1 - Até 5000
3111804;3 - Sudeste;31;Minas Gerais;Canápolis;12025;3 - 10001 até 20000
3111903;3 - Sudeste;31;Minas Gerais;Cana Verde;5612;2 - 5001 até 10000
3112000;3 - Sudeste;31;Minas Gerais;Candeias;14883;3 - 10001 até 20000
3112059;3 - Sudeste;31;Minas Gerais;Cantagalo;4498;1 - Até 5000
3112109;3 - Sudeste;31;Minas Gerais;Caparaó;5424;2 - 5001 até 10000
3112208;3 - Sudeste;31;Minas Gerais;Capela Nova;4673;1 - Até 5000
3112307;3 - Sudeste;31;Minas Gerais;Capelinha;37856;4 - 20001 até 50000
3112406;3 - Sudeste;31;Minas Gerais;Capetinga;6952;2 - 5001 até 10000
3112505;3 - Sudeste;31;Minas Gerais;Capim Branco;9679;2 - 5001 até 10000
3112604;3 - Sudeste;31;Minas Gerais;Capinópolis;16109;3 - 10001 até 20000
3112653;3 - Sudeste;31;Minas Gerais;Capitão Andrade;5420;2 - 5001 até 10000
3112703;3 - Sudeste;31;Minas Gerais;Capitão Enéas;15153;3 - 10001 até 20000
3112802;3 - Sudeste;31;Minas Gerais;Capitólio;8601;2 - 5001 até 10000
3112901;3 - Sudeste;31;Minas Gerais;Caputira;9287;2 - 5001 até 10000
3113008;3 - Sudeste;31;Minas Gerais;Caraí;23586;4 - 20001 até 50000
3113107;3 - Sudeste;31;Minas Gerais;Caranaíba;3200;1 - Até 5000
3113206;3 - Sudeste;31;Minas Gerais;Carandaí;25327;4 - 20001 até 50000
3113305;3 - Sudeste;31;Minas Gerais;Carangola;32988;4 - 20001 até 50000
3113404;3 - Sudeste;31;Minas Gerais;Caratinga;91503;5 - 50001 até 100000
3113503;3 - Sudeste;31;Minas Gerais;Carbonita;9396;2 - 5001 até 10000
3113602;3 - Sudeste;31;Minas Gerais;Careaçu;6721;2 - 5001 até 10000
3113701;3 - Sudeste;31;Minas Gerais;Carlos Chagas;19007;3 - 10001 até 20000
3113800;3 - Sudeste;31;Minas Gerais;Carmésia;2617;1 - Até 5000
3113909;3 - Sudeste;31;Minas Gerais;Carmo da Cachoeira;12158;3 - 10001 até 20000
3114006;3 - Sudeste;31;Minas Gerais;Carmo da Mata;11439;3 - 10001 até 20000
3114105;3 - Sudeste;31;Minas Gerais;Carmo de Minas;14769;3 - 10001 até 20000
3114204;3 - Sudeste;31;Minas Gerais;Carmo do Cajuru;22257;4 - 20001 até 50000
3114303;3 - Sudeste;31;Minas Gerais;Carmo do Paranaíba;30324;4 - 20001 até 50000
3114402;3 - Sudeste;31;Minas Gerais;Carmo do Rio Claro;21180;4 - 20001 até 50000
3114501;3 - Sudeste;31;Minas Gerais;Carmópolis de Minas;19144;3 - 10001 até 20000
3114550;3 - Sudeste;31;Minas Gerais;Carneirinho;9986;2 - 5001 até 10000
3114600;3 - Sudeste;31;Minas Gerais;Carrancas;4044;1 - Até 5000
3114709;3 - Sudeste;31;Minas Gerais;Carvalhópolis;3560;1 - Até 5000
3114808;3 - Sudeste;31;Minas Gerais;Carvalhos;4495;1 - Até 5000
3114907;3 - Sudeste;31;Minas Gerais;Casa Grande;2260;1 - Até 5000
3115003;3 - Sudeste;31;Minas Gerais;Cascalho Rico;3057;1 - Até 5000
3115102;3 - Sudeste;31;Minas Gerais;Cássia;17739;3 - 10001 até 20000
3115201;3 - Sudeste;31;Minas Gerais;Conceição da Barra de Minas;3962;1 - Até 5000
3115300;3 - Sudeste;31;Minas Gerais;Cataguases;74691;5 - 50001 até 100000
3115359;3 - Sudeste;31;Minas Gerais;Catas Altas;5330;2 - 5001 até 10000
3115409;3 - Sudeste;31;Minas Gerais;Catas Altas da Noruega;3629;1 - Até 5000
3115458;3 - Sudeste;31;Minas Gerais;Catuji;6366;2 - 5001 até 10000
3115474;3 - Sudeste;31;Minas Gerais;Catuti;5008;2 - 5001 até 10000
3115508;3 - Sudeste;31;Minas Gerais;Caxambu;21703;4 - 20001 até 50000
3115607;3 - Sudeste;31;Minas Gerais;Cedro do Abaeté;1171;1 - Até 5000
3115706;3 - Sudeste;31;Minas Gerais;Central de Minas;7017;2 - 5001 até 10000
3115805;3 - Sudeste;31;Minas Gerais;Centralina;10425;3 - 10001 até 20000
3115904;3 - Sudeste;31;Minas Gerais;Chácara;3121;1 - Até 5000
3116001;3 - Sudeste;31;Minas Gerais;Chalé;5709;2 - 5001 até 10000
3116100;3 - Sudeste;31;Minas Gerais;Chapada do Norte;15368;3 - 10001 até 20000
3116159;3 - Sudeste;31;Minas Gerais;Chapada Gaúcha;13397;3 - 10001 até 20000
3116209;3 - Sudeste;31;Minas Gerais;Chiador;2702;1 - Até 5000
3116308;3 - Sudeste;31;Minas Gerais;Cipotânea;6774;2 - 5001 até 10000
3116407;3 - Sudeste;31;Minas Gerais;Claraval;4810;1 - Até 5000
3116506;3 - Sudeste;31;Minas Gerais;Claro dos Poções;7590;2 - 5001 até 10000
3116605;3 - Sudeste;31;Minas Gerais;Cláudio;28366;4 - 20001 até 50000
3116704;3 - Sudeste;31;Minas Gerais;Coimbra;7517;2 - 5001 até 10000
3116803;3 - Sudeste;31;Minas Gerais;Coluna;8907;2 - 5001 até 10000
3116902;3 - Sudeste;31;Minas Gerais;Comendador Gomes;3103;1 - Até 5000
3117009;3 - Sudeste;31;Minas Gerais;Comercinho;7090;2 - 5001 até 10000
3117108;3 - Sudeste;31;Minas Gerais;Conceição da Aparecida;10261;3 - 10001 até 20000
3117207;3 - Sudeste;31;Minas Gerais;Conceição das Pedras;2811;1 - Até 5000
3117306;3 - Sudeste;31;Minas Gerais;Conceição das Alagoas;27425;4 - 20001 até 50000
3117405;3 - Sudeste;31;Minas Gerais;Conceição de Ipanema;4570;1 - Até 5000
3117504;3 - Sudeste;31;Minas Gerais;Conceição do Mato Dentro;17641;3 - 10001 até 20000
3117603;3 - Sudeste;31;Minas Gerais;Conceição do Pará;5480;2 - 5001 até 10000
3117702;3 - Sudeste;31;Minas Gerais;Conceição do Rio Verde;13590;3 - 10001 até 20000
3117801;3 - Sudeste;31;Minas Gerais;Conceição dos Ouros;11525;3 - 10001 até 20000
3117836;3 - Sudeste;31;Minas Gerais;Cônego Marinho;7595;2 - 5001 até 10000
3117876;3 - Sudeste;31;Minas Gerais;Confins;6657;2 - 5001 até 10000
3117900;3 - Sudeste;31;Minas Gerais;Congonhal;11813;3 - 10001 até 20000
3118007;3 - Sudeste;31;Minas Gerais;Congonhas;54196;5 - 50001 até 100000
3118106;3 - Sudeste;31;Minas Gerais;Congonhas do Norte;5044;2 - 5001 até 10000
3118205;3 - Sudeste;31;Minas Gerais;Conquista;6908;2 - 5001 até 10000
3118304;3 - Sudeste;31;Minas Gerais;Conselheiro Lafaiete;127539;6 - 100001 até 500000
3118403;3 - Sudeste;31;Minas Gerais;Conselheiro Pena;22892;4 - 20001 até 50000
3118502;3 - Sudeste;31;Minas Gerais;Consolação;1782;1 - Até 5000
3118601;3 - Sudeste;31;Minas Gerais;Contagem;659070;7 - Maior que 500000
3118700;3 - Sudeste;31;Minas Gerais;Coqueiral;9191;2 - 5001 até 10000
3118809;3 - Sudeste;31;Minas Gerais;Coração de Jesus;26592;4 - 20001 até 50000
3118908;3 - Sudeste;31;Minas Gerais;Cordisburgo;8883;2 - 5001 até 10000
3119005;3 - Sudeste;31;Minas Gerais;Cordislândia;3534;1 - Até 5000
3119104;3 - Sudeste;31;Minas Gerais;Corinto;23797;4 - 20001 até 50000
3119203;3 - Sudeste;31;Minas Gerais;Coroaci;10040;3 - 10001 até 20000
3119302;3 - Sudeste;31;Minas Gerais;Coromandel;27982;4 - 20001 até 50000
3119401;3 - Sudeste;31;Minas Gerais;Coronel Fabriciano;109405;6 - 100001 até 500000
3119500;3 - Sudeste;31;Minas Gerais;Coronel Murta;9228;2 - 5001 até 10000
3119609;3 - Sudeste;31;Minas Gerais;Coronel Pacheco;3080;1 - Até 5000
3119708;3 - Sudeste;31;Minas Gerais;Coronel Xavier Chaves;3426;1 - Até 5000
3119807;3 - Sudeste;31;Minas Gerais;Córrego Danta;3241;1 - Até 5000
3119906;3 - Sudeste;31;Minas Gerais;Córrego do Bom Jesus;3714;1 - Até 5000
3119955;3 - Sudeste;31;Minas Gerais;Córrego Fundo;6290;2 - 5001 até 10000
3120003;3 - Sudeste;31;Minas Gerais;Córrego Novo;2814;1 - Até 5000
3120102;3 - Sudeste;31;Minas Gerais;Couto de Magalhães de Minas;4396;1 - Até 5000
3120151;3 - Sudeste;31;Minas Gerais;Crisólita;6646;2 - 5001 até 10000
3120201;3 - Sudeste;31;Minas Gerais;Cristais;12660;3 - 10001 até 20000
3120300;3 - Sudeste;31;Minas Gerais;Cristália;5960;2 - 5001 até 10000
3120409;3 - Sudeste;31;Minas Gerais;Cristiano Otoni;5145;2 - 5001 até 10000
3120508;3 - Sudeste;31;Minas Gerais;Cristina;10258;3 - 10001 até 20000
3120607;3 - Sudeste;31;Minas Gerais;Crucilândia;5014;2 - 5001 até 10000
3120706;3 - Sudeste;31;Minas Gerais;Cruzeiro da Fortaleza;4134;1 - Até 5000
3120805;3 - Sudeste;31;Minas Gerais;Cruzília;15358;3 - 10001 até 20000
3120839;3 - Sudeste;31;Minas Gerais;Cuparaque;4960;1 - Até 5000
3120870;3 - Sudeste;31;Minas Gerais;Curral de Dentro;7656;2 - 5001 até 10000
3120904;3 - Sudeste;31;Minas Gerais;Curvelo;79625;5 - 50001 até 100000
3121001;3 - Sudeste;31;Minas Gerais;Datas;5399;2 - 5001 até 10000
3121100;3 - Sudeste;31;Minas Gerais;Delfim Moreira;8035;2 - 5001 até 10000
3121209;3 - Sudeste;31;Minas Gerais;Delfinópolis;7098;2 - 5001 até 10000
3121258;3 - Sudeste;31;Minas Gerais;Delta;10291;3 - 10001 até 20000
3121308;3 - Sudeste;31;Minas Gerais;Descoberto;4996;1 - Até 5000
3121407;3 - Sudeste;31;Minas Gerais;Desterro de Entre Rios;7232;2 - 5001 até 10000
3121506;3 - Sudeste;31;Minas Gerais;Desterro do Melo;2919;1 - Até 5000
3121605;3 - Sudeste;31;Minas Gerais;Diamantina;47617;4 - 20001 até 50000
3121704;3 - Sudeste;31;Minas Gerais;Diogo de Vasconcelos;3814;1 - Até 5000
3121803;3 - Sudeste;31;Minas Gerais;Dionísio;7852;2 - 5001 até 10000
3121902;3 - Sudeste;31;Minas Gerais;Divinésia;3411;1 - Até 5000
3122009;3 - Sudeste;31;Minas Gerais;Divino;19884;3 - 10001 até 20000
3122108;3 - Sudeste;31;Minas Gerais;Divino das Laranjeiras;4984;1 - Até 5000
3122207;3 - Sudeste;31;Minas Gerais;Divinolândia de Minas;7527;2 - 5001 até 10000
3122306;3 - Sudeste;31;Minas Gerais;Divinópolis;235977;6 - 100001 até 500000
3122355;3 - Sudeste;31;Minas Gerais;Divisa Alegre;6702;2 - 5001 até 10000
3122405;3 - Sudeste;31;Minas Gerais;Divisa Nova;5996;2 - 5001 até 10000
3122454;3 - Sudeste;31;Minas Gerais;Divisópolis;10820;3 - 10001 até 20000
3122470;3 - Sudeste;31;Minas Gerais;Dom Bosco;3699;1 - Até 5000
3122504;3 - Sudeste;31;Minas Gerais;Dom Cavati;5097;2 - 5001 até 10000
3122603;3 - Sudeste;31;Minas Gerais;Dom Joaquim;4482;1 - Até 5000
3122702;3 - Sudeste;31;Minas Gerais;Dom Silvério;5243;2 - 5001 até 10000
3122801;3 - Sudeste;31;Minas Gerais;Dom Viçoso;3007;1 - Até 5000
3122900;3 - Sudeste;31;Minas Gerais;Dona Eusébia;6523;2 - 5001 até 10000
3123007;3 - Sudeste;31;Minas Gerais;Dores de Campos;10081;3 - 10001 até 20000
3123106;3 - Sudeste;31;Minas Gerais;Dores de Guanhães;5185;2 - 5001 até 10000
3123205;3 - Sudeste;31;Minas Gerais;Dores do Indaiá;13541;3 - 10001 até 20000
3123304;3 - Sudeste;31;Minas Gerais;Dores do Turvo;4289;1 - Até 5000
3123403;3 - Sudeste;31;Minas Gerais;Doresópolis;1521;1 - Até 5000
3123502;3 - Sudeste;31;Minas Gerais;Douradoquara;1905;1 - Até 5000
3123528;3 - Sudeste;31;Minas Gerais;Durandé;7811;2 - 5001 até 10000
3123601;3 - Sudeste;31;Minas Gerais;Elói Mendes;27823;4 - 20001 até 50000
3123700;3 - Sudeste;31;Minas Gerais;Engenheiro Caldas;11064;3 - 10001 até 20000
3123809;3 - Sudeste;31;Minas Gerais;Engenheiro Navarro;7244;2 - 5001 até 10000
3123858;3 - Sudeste;31;Minas Gerais;Entre Folhas;5362;2 - 5001 até 10000
3123908;3 - Sudeste;31;Minas Gerais;Entre Rios de Minas;15214;3 - 10001 até 20000
3124005;3 - Sudeste;31;Minas Gerais;Ervália;18829;3 - 10001 até 20000
3124104;3 - Sudeste;31;Minas Gerais;Esmeraldas;70200;5 - 50001 até 100000
3124203;3 - Sudeste;31;Minas Gerais;Espera Feliz;24773;4 - 20001 até 50000
3124302;3 - Sudeste;31;Minas Gerais;Espinosa;31624;4 - 20001 até 50000
3124401;3 - Sudeste;31;Minas Gerais;Espírito Santo do Dourado;4673;1 - Até 5000
3124500;3 - Sudeste;31;Minas Gerais;Estiva;11321;3 - 10001 até 20000
3124609;3 - Sudeste;31;Minas Gerais;Estrela Dalva;2361;1 - Até 5000
3124708;3 - Sudeste;31;Minas Gerais;Estrela do Indaiá;3508;1 - Até 5000
3124807;3 - Sudeste;31;Minas Gerais;Estrela do Sul;7936;2 - 5001 até 10000
3124906;3 - Sudeste;31;Minas Gerais;Eugenópolis;11218;3 - 10001 até 20000
3125002;3 - Sudeste;31;Minas Gerais;Ewbank da Câmara;3904;1 - Até 5000
3125101;3 - Sudeste;31;Minas Gerais;Extrema;35474;4 - 20001 até 50000
3125200;3 - Sudeste;31;Minas Gerais;Fama;2379;1 - Até 5000
3125309;3 - Sudeste;31;Minas Gerais;Faria Lemos;3262;1 - Até 5000
3125408;3 - Sudeste;31;Minas Gerais;Felício dos Santos;4804;1 - Até 5000
3125507;3 - Sudeste;31;Minas Gerais;São Gonçalo do Rio Preto;3161;1 - Até 5000
3125606;3 - Sudeste;31;Minas Gerais;Felisburgo;7409;2 - 5001 até 10000
3125705;3 - Sudeste;31;Minas Gerais;Felixlândia;15235;3 - 10001 até 20000
3125804;3 - Sudeste;31;Minas Gerais;Fernandes Tourinho;3394;1 - Até 5000
3125903;3 - Sudeste;31;Minas Gerais;Ferros;9949;2 - 5001 até 10000
3125952;3 - Sudeste;31;Minas Gerais;Fervedouro;10957;3 - 10001 até 20000
3126000;3 - Sudeste;31;Minas Gerais;Florestal;7386;2 - 5001 até 10000
3126109;3 - Sudeste;31;Minas Gerais;Formiga;67540;5 - 50001 até 100000
3126208;3 - Sudeste;31;Minas Gerais;Formoso;9431;2 - 5001 até 10000
3126307;3 - Sudeste;31;Minas Gerais;Fortaleza de Minas;4387;1 - Até 5000
3126406;3 - Sudeste;31;Minas Gerais;Fortuna de Minas;2927;1 - Até 5000
3126505;3 - Sudeste;31;Minas Gerais;Francisco Badaró;10343;3 - 10001 até 20000
3126604;3 - Sudeste;31;Minas Gerais;Francisco Dumont;5187;2 - 5001 até 10000
3126703;3 - Sudeste;31;Minas Gerais;Francisco Sá;26181;4 - 20001 até 50000
3126752;3 - Sudeste;31;Minas Gerais;Franciscópolis;5446;2 - 5001 até 10000
3126802;3 - Sudeste;31;Minas Gerais;Frei Gaspar;5891;2 - 5001 até 10000
3126901;3 - Sudeste;31;Minas Gerais;Frei Inocêncio;9555;2 - 5001 até 10000
3126950;3 - Sudeste;31;Minas Gerais;Frei Lagonegro;3469;1 - Até 5000
3127008;3 - Sudeste;31;Minas Gerais;Fronteira;17701;3 - 10001 até 20000
3127057;3 - Sudeste;31;Minas Gerais;Fronteira dos Vales;4601;1 - Até 5000
3127073;3 - Sudeste;31;Minas Gerais;Fruta de Leite;5441;2 - 5001 até 10000
3127107;3 - Sudeste;31;Minas Gerais;Frutal;58962;5 - 50001 até 100000
3127206;3 - Sudeste;31;Minas Gerais;Funilândia;4304;1 - Até 5000
3127305;3 - Sudeste;31;Minas Gerais;Galiléia;6844;2 - 5001 até 10000
3127339;3 - Sudeste;31;Minas Gerais;Gameleiras;5122;2 - 5001 até 10000
3127354;3 - Sudeste;31;Minas Gerais;Glaucilândia;3136;1 - Até 5000
3127370;3 - Sudeste;31;Minas Gerais;Goiabeira;3328;1 - Até 5000
3127388;3 - Sudeste;31;Minas Gerais;Goianá;3940;1 - Até 5000
3127404;3 - Sudeste;31;Minas Gerais;Gonçalves;4345;1 - Até 5000
3127503;3 - Sudeste;31;Minas Gerais;Gonzaga;6145;2 - 5001 até 10000
3127602;3 - Sudeste;31;Minas Gerais;Gouveia;11833;3 - 10001 até 20000
3127701;3 - Sudeste;31;Minas Gerais;Governador Valadares;278685;6 - 100001 até 500000
3127800;3 - Sudeste;31;Minas Gerais;Grão Mogol;15779;3 - 10001 até 20000
3127909;3 - Sudeste;31;Minas Gerais;Grupiara;1389;1 - Até 5000
3128006;3 - Sudeste;31;Minas Gerais;Guanhães;34057;4 - 20001 até 50000
3128105;3 - Sudeste;31;Minas Gerais;Guapé;14233;3 - 10001 até 20000
3128204;3 - Sudeste;31;Minas Gerais;Guaraciaba;10333;3 - 10001 até 20000
3128253;3 - Sudeste;31;Minas Gerais;Guaraciama;4954;1 - Até 5000
3128303;3 - Sudeste;31;Minas Gerais;Guaranésia;19025;3 - 10001 até 20000
3128402;3 - Sudeste;31;Minas Gerais;Guarani;8903;2 - 5001 até 10000
3128501;3 - Sudeste;31;Minas Gerais;Guarará;3818;1 - Até 5000
3128600;3 - Sudeste;31;Minas Gerais;Guarda-Mor;6591;2 - 5001 até 10000
3128709;3 - Sudeste;31;Minas Gerais;Guaxupé;51750;5 - 50001 até 100000
3128808;3 - Sudeste;31;Minas Gerais;Guidoval;7105;2 - 5001 até 10000
3128907;3 - Sudeste;31;Minas Gerais;Guimarânia;7971;2 - 5001 até 10000
3129004;3 - Sudeste;31;Minas Gerais;Guiricema;8442;2 - 5001 até 10000
3129103;3 - Sudeste;31;Minas Gerais;Gurinhatã;5704;2 - 5001 até 10000
3129202;3 - Sudeste;31;Minas Gerais;Heliodora;6524;2 - 5001 até 10000
3129301;3 - Sudeste;31;Minas Gerais;Iapu;10867;3 - 10001 até 20000
3129400;3 - Sudeste;31;Minas Gerais;Ibertioga;5033;2 - 5001 até 10000
3129509;3 - Sudeste;31;Minas Gerais;Ibiá;25035;4 - 20001 até 50000
3129608;3 - Sudeste;31;Minas Gerais;Ibiaí;8351;2 - 5001 até 10000
3129657;3 - Sudeste;31;Minas Gerais;Ibiracatu;5975;2 - 5001 até 10000
3129707;3 - Sudeste;31;Minas Gerais;Ibiraci;13687;3 - 10001 até 20000
3129806;3 - Sudeste;31;Minas Gerais;Ibirité;179015;6 - 100001 até 500000
3129905;3 - Sudeste;31;Minas Gerais;Ibitiúra de Minas;3483;1 - Até 5000
3130002;3 - Sudeste;31;Minas Gerais;Ibituruna;2982;1 - Até 5000
3130051;3 - Sudeste;31;Minas Gerais;Icaraí de Minas;11879;3 - 10001 até 20000
3130101;3 - Sudeste;31;Minas Gerais;Igarapé;42246;4 - 20001 até 50000
3130200;3 - Sudeste;31;Minas Gerais;Igaratinga;10709;3 - 10001 até 20000
3130309;3 - Sudeste;31;Minas Gerais;Iguatama;7971;2 - 5001 até 10000
3130408;3 - Sudeste;31;Minas Gerais;Ijaci;6488;2 - 5001 até 10000
3130507;3 - Sudeste;31;Minas Gerais;Ilicínea;12303;3 - 10001 até 20000
3130556;3 - Sudeste;31;Minas Gerais;Imbé de Minas;6865;2 - 5001 até 10000
3130606;3 - Sudeste;31;Minas Gerais;Inconfidentes;7297;2 - 5001 até 10000
3130655;3 - Sudeste;31;Minas Gerais;Indaiabira;7363;2 - 5001 até 10000
3130705;3 - Sudeste;31;Minas Gerais;Indianópolis;6829;2 - 5001 até 10000
3130804;3 - Sudeste;31;Minas Gerais;Ingaí;2757;1 - Até 5000
3130903;3 - Sudeste;31;Minas Gerais;Inhapim;24204;4 - 20001 até 50000
3131000;3 - Sudeste;31;Minas Gerais;Inhaúma;6228;2 - 5001 até 10000
3131109;3 - Sudeste;31;Minas Gerais;Inimutaba;7467;2 - 5001 até 10000
3131158;3 - Sudeste;31;Minas Gerais;Ipaba;18438;3 - 10001 até 20000
3131208;3 - Sudeste;31;Minas Gerais;Ipanema;19717;3 - 10001 até 20000
3131307;3 - Sudeste;31;Minas Gerais;Ipatinga;261344;6 - 100001 até 500000
3131406;3 - Sudeste;31;Minas Gerais;Ipiaçu;4217;1 - Até 5000
3131505;3 - Sudeste;31;Minas Gerais;Ipuiúna;10039;3 - 10001 até 20000
3131604;3 - Sudeste;31;Minas Gerais;Iraí de Minas;6944;2 - 5001 até 10000
3131703;3 - Sudeste;31;Minas Gerais;Itabira;119186;6 - 100001 até 500000
3131802;3 - Sudeste;31;Minas Gerais;Itabirinha;11446;3 - 10001 até 20000
3131901;3 - Sudeste;31;Minas Gerais;Itabirito;51281;5 - 50001 até 100000
3132008;3 - Sudeste;31;Minas Gerais;Itacambira;5353;2 - 5001 até 10000
3132107;3 - Sudeste;31;Minas Gerais;Itacarambi;18142;3 - 10001 até 20000
3132206;3 - Sudeste;31;Minas Gerais;Itaguara;13278;3 - 10001 até 20000
3132305;3 - Sudeste;31;Minas Gerais;Itaipé;12681;3 - 10001 até 20000
3132404;3 - Sudeste;31;Minas Gerais;Itajubá;96389;5 - 50001 até 100000
3132503;3 - Sudeste;31;Minas Gerais;Itamarandiba;34527;4 - 20001 até 50000
3132602;3 - Sudeste;31;Minas Gerais;Itamarati de Minas;4333;1 - Até 5000
3132701;3 - Sudeste;31;Minas Gerais;Itambacuri;23212;4 - 20001 até 50000
3132800;3 - Sudeste;31;Minas Gerais;Itambé do Mato Dentro;2107;1 - Até 5000
3132909;3 - Sudeste;31;Minas Gerais;Itamogi;10229;3 - 10001 até 20000
3133006;3 - Sudeste;31;Minas Gerais;Itamonte;15440;3 - 10001 até 20000
3133105;3 - Sudeste;31;Minas Gerais;Itanhandu;15236;3 - 10001 até 20000
3133204;3 - Sudeste;31;Minas Gerais;Itanhomi;12212;3 - 10001 até 20000
3133303;3 - Sudeste;31;Minas Gerais;Itaobim;21096;4 - 20001 até 50000
3133402;3 - Sudeste;31;Minas Gerais;Itapagipe;15102;3 - 10001 até 20000
3133501;3 - Sudeste;31;Minas Gerais;Itapecerica;21763;4 - 20001 até 50000
